count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,4.95966,2.27281,-2.00E+10,-15954.9,16954,16753
338,730,-1.8111,-3.79E+23,-0.0276477,1.82E+23,0.594955,0.6,-119,-0.265111,-648001,-0.0213047,-1.17E+06,0.601212,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
339,735,-1.8111,-3.81E+23,-0.0566994,4.11E+23,0.594879,0.6,-119,-0.265111,-646678,-0.0536759,-1.21E+06,0.60144,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
340,741,-1.8111,-3.87E+23,-0.0533933,3.89E+23,0.595032,0.6,-125,-0.265111,-614832,-0.0525559,-702974,0.60083,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
341,738,-1.81705,-3.84E+23,-0.0776282,1.99E+23,0.594955,0.6,-123,-0.265111,-621855,-0.0379128,83859.7,0.601364,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
342,735,-1.81408,-3.86E+23,-0.126721,5.84E+22,0.595184,0.6,-119,-0.262132,-646678,-0.0016589,338954,0.60144,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
343,736,-1.81408,-3.83E+23,-0.112841,5.19E+21,0.594955,0.6,-115,-0.265111,-675118,0.0336967,-218473,0.601364,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
344,732,-1.81408,-3.84E+23,-0.0566852,3.80E+21,0.595184,0.6,-110,-0.262132,-695786,0.039146,-1.08E+06,0.601517,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
345,725,-1.81408,-3.77E+23,-0.018209,5.64E+22,0.595032,0.6,-110,-0.265111,-696716,0.0308196,-1.62E+06,0.601593,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
346,729,-1.8111,-3.80E+23,0.022529,1.31E+23,0.595032,0.6,-117,-0.265111,-660352,-0.000931243,-1.31E+06,0.601517,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
347,739,-1.81705,-3.88E+23,0.0330518,7.85E+22,0.595184,0.6,-125,-0.26809,-608536,-0.0538356,-957.189,0.601669,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
348,744,-1.82003,-3.90E+23,-0.0517268,-1.14E+23,0.595108,0.6,-126,-0.262132,-601743,-0.061352,1.53E+06,0.601898,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
349,739,-1.82003,-3.89E+23,-0.152761,-2.43E+23,0.595261,0.6,-122,-0.265111,-625796,-0.00814142,2.02E+06,0.601669,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
350,730,-1.81705,-3.79E+23,-0.153272,-1.62E+23,0.594955,0.6,-117,-0.265111,-661380,0.0159495,1.17E+06,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
351,722,-1.81705,-3.75E+23,-0.0722739,8.66E+22,0.595032,0.6,-111,-0.262132,-698244,0.0216927,-387134,0.601822,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
352,724,-1.81705,-3.78E+23,0.000589418,2.67E+23,0.595184,0.6,-112,-0.262132,-692033,0.058381,-1.62E+06,0.601212,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
353,737,-1.81408,-3.86E+23,0.0505655,2.02E+23,0.595108,0.6,-119,-0.265111,-651353,0.0578018,-1.58E+06,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
354,742,-1.81705,-3.89E+23,0.0776551,-2.47E+22,0.595108,0.6,-125,-0.265111,-610704,0.00185214,-276780,0.601364,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
355,734,-1.81705,-3.84E+23,0.0479188,-1.71E+23,0.595108,0.6,-126,-0.265111,-607843,-0.0418008,1.18E+06,0.601059,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
356,732,-1.81705,-3.82E+23,0.00270275,-1.20E+23,0.595032,0.6,-126,-0.262132,-607245,-0.0285445,1.77E+06,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
357,745,-1.81705,-3.90E+23,-0.0166918,-5.70E+22,0.595032,0.6,-130,-0.262132,-587220,0.024625,1.70E+06,0.601364,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
358,758,-1.81705,-4.01E+23,-0.0201941,-1.85E+23,0.595184,0.6,-132,-0.26809,-580146,0.0200348,1.53E+06,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
359,758,-1.81408,-4.01E+23,0.00380603,-3.89E+23,0.595184,0.6,-130,-0.265111,-588418,-0.0470532,1.22E+06,0.601212,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
360,742,-1.81408,-3.91E+23,0.0526808,-3.77E+23,0.595261,0.6,-123,-0.26809,-618798,-0.0819046,498932,0.601822,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
361,722,-1.81408,-3.77E+23,0.078639,-4.87E+22,0.595184,0.6,-118,-0.262132,-652839,-0.0541163,-626330,0.601593,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
362,712,-1.81705,-3.73E+23,0.0481385,3.84E+23,0.595337,0.6,-115,-0.262132,-674544,0.0319819,-1.73E+06,0.601593,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
363,714,-1.81705,-3.71E+23,-0.0174363,6.26E+23,0.595108,0.6,-112,-0.265111,-694058,0.0788872,-2.37E+06,0.601822,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
364,726,-1.82003,-3.83E+23,-0.0797743,5.31E+23,0.595413,0.6,-111,-0.265111,-696189,0.0369699,-2.41E+06,0.601517,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
365,736,-1.82301,-3.89E+23,-0.143892,1.60E+23,0.595337,0.6,-113,-0.262132,-688095,0.00965179,-1.89E+06,0.601746,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
366,736,-1.81705,-3.87E+23,-0.151352,-1.84E+23,0.595261,0.6,-113,-0.262132,-687972,0.0356863,-1.07E+06,0.601593,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
367,731,-1.82003,-3.85E+23,-0.0733688,-2.84E+23,0.595337,0.6,-111,-0.26809,-697230,0.0168307,-445385,0.601669,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
368,728,-1.82003,-3.84E+23,-0.0212384,-2.05E+23,0.595413,0.6,-109,-0.265111,-690732,-0.0553766,-148654,0.601593,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
369,729,-1.82003,-3.81E+23,-0.013954,-6.64E+22,0.595108,0.6,-108,-0.265111,-656471,-0.0702106,268963,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
370,732,-1.82301,-3.83E+23,-0.0271657,5.07E+22,0.595108,0.6,-107,-0.265111,-593815,-0.0374083,1.29E+06,0.600983,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
371,737,-1.82599,-3.88E+23,-0.085247,4.69E+22,0.595261,0.6,-105,-0.265111,-613576,-0.0137739,2.30E+06,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
372,739,-1.82301,-3.92E+23,-0.126197,-7.71E+22,0.595413,0.6,-105,-0.262132,-639291,0.0196861,2.08E+06,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
373,734,-1.82301,-3.86E+23,-0.089066,-1.54E+23,0.595261,0.6,-109,-0.265111,-673214,0.0481437,723652,0.60083,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
374,733,-1.81705,-3.90E+23,0.0102476,-1.19E+23,0.595566,0.6,-115,-0.265111,-675118,0.0268526,-673878,0.601364,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
375,745,-1.82301,-3.97E+23,0.0884182,-1.31E+23,0.59549,0.6,-122,-0.265111,-632806,-0.00919925,-1.04E+06,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
376,754,-1.82003,-4.02E+23,0.076801,-2.51E+23,0.595413,0.6,-127,-0.265111,-606067,-0.0215994,-173872,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
377,748,-1.82003,-3.99E+23,0.0512784,-3.24E+23,0.59549,0.6,-126,-0.262132,-607245,-0.000896933,865050,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
378,734,-1.82003,-3.88E+23,0.0469017,-1.92E+23,0.595413,0.6,-122,-0.262132,-631063,0.0478779,1.06E+06,0.600906,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
379,724,-1.82003,-3.81E+23,0.0324399,1.25E+23,0.595337,0.6,-118,-0.265111,-654396,0.0551137,376057,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
380,724,-1.82003,-3.82E+23,0.017717,3.87E+23,0.595413,0.6,-112,-0.262132,-691768,0.0232741,-732980,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
381,731,-1.82599,-3.87E+23,-0.0331162,3.90E+23,0.59549,0.6,-106,-0.262132,-583431,0.0238604,-924172,0.601593,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
382,734,-1.82301,-3.86E+23,-0.105136,2.10E+23,0.595261,0.6,-106,-0.265111,-583431,0.0176763,449338,0.601593,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
383,734,-1.82301,-3.87E+23,-0.106514,5.10E+22,0.595337,0.6,-111,-0.262132,-696713,-0.00959643,861092,0.601593,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
384,736,-1.82301,-3.92E+23,-0.0583633,-6.55E+22,0.595566,0.6,-114,-0.262132,-681390,0.00177331,-620295,0.601746,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
385,739,-1.82599,-3.92E+23,-0.0427341,-1.64E+23,0.595413,0.6,-112,-0.262132,-692295,0.0259972,-1.69E+06,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
386,737,-1.82599,-3.90E+23,-0.0647424,-1.79E+23,0.595413,0.6,-110,-0.265111,-698529,0.00898663,-1.76E+06,0.601746,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
387,734,-1.82301,-3.89E+23,-0.0564219,-1.12E+23,0.59549,0.6,-113,-0.262132,-687799,-0.0205199,-1.40E+06,0.601364,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
388,731,-1.82599,-3.86E+23,-0.0179126,-1.27E+22,0.595413,0.6,-115,-0.262132,-676170,-0.00729532,-695170,0.600983,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
389,731,-1.82301,-3.86E+23,0.00264853,7.91E+22,0.595413,0.6,-113,-0.265111,-687688,0.000137914,-64497.6,0.601212,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
390,737,-1.82599,-3.94E+23,0.0101819,6.73E+22,0.595642,0.6,-110,-0.265111,-686551,-0.0366834,144949,0.60083,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
391,741,-1.82301,-3.94E+23,0.0103017,-5.68E+22,0.59549,0.6,-107,-0.265111,-559869,-0.0619115,980701,0.600601,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
392,735,-1.82897,-3.92E+23,-0.012491,-1.36E+23,0.595642,0.6,-106,-0.265111,-525297,-0.0556206,3.00E+06,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
393,726,-1.82897,-3.83E+23,-0.0784664,-4.89E+22,0.595413,0.6,-110,-0.262132,-685414,-0.0180446,3.27E+06,0.600754,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
394,725,-1.82897,-3.82E+23,-0.124492,1.41E+23,0.595413,0.6,-118,-0.262132,-656505,0.0422789,772803,0.600906,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
395,734,-1.82599,-3.92E+23,-0.0899032,1.90E+23,0.595642,0.6,-120,-0.262132,-643398,0.0757443,-1.06E+06,0.600906,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
396,743,-1.82897,-3.96E+23,-0.0313688,6.35E+21,0.595566,0.6,-116,-0.265111,-668696,0.0491243,-1.33E+06,0.601212,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
397,748,-1.82897,-3.98E+23,-0.0187385,-2.06E+23,0.595413,0.6,-112,-0.265111,-692295,-0.0151137,-1.49E+06,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
398,745,-1.82897,-4.00E+23,-0.0284657,-3.02E+23,0.595718,0.6,-108,-0.262132,-656471,-0.0375926,-1.40E+06,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
399,737,-1.83195,-3.91E+23,-0.0447956,-2.43E+23,0.59549,0.6,-107,-0.26809,-627524,-0.0368031,-472493,0.60144,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
400,735,-1.83195,-3.92E+23,-0.0794404,-5.89E+22,0.595642,0.6,-109,-0.265111,-692274,-0.0666226,234780,0.601669,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
401,740,-1.83493,-3.94E+23,-0.112355,6.44E+22,0.595566,0.6,-113,-0.265111,-687913,-0.0610502,-180161,0.601517,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
402,747,-1.83195,-4.00E+23,-0.115728,2.33E+22,0.595642,0.6,-112,-0.262132,-692295,-0.0023243,-707162,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
403,755,-1.82897,-4.04E+23,-0.0459697,-1.21E+23,0.595566,0.6,-105,-0.265111,-606524,0.0425879,-188455,0.601364,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
404,760,-1.82599,-4.08E+23,0.0751266,-2.65E+23,0.595566,0.6,-96,-0.265111,-8.04E+06,0.0297061,-4.86E+07,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
405,759,-1.82301,-4.07E+23,0.184701,-3.21E+23,0.595566,0.6,-97,-0.265111,-4.68E+06,-0.00359463,-1.32E+08,0.600983,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
406,752,-1.82599,-4.06E+23,0.219997,-2.63E+23,0.595795,0.6,-101,-0.262132,-1.44E+06,0.00364,-1.14E+08,0.600983,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
407,746,-1.82897,-4.03E+23,0.135166,-1.27E+23,0.595871,0.6,-107,-0.26809,-574122,0.00567595,-3.64E+06,0.600754,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
408,744,-1.82301,-3.98E+23,0.0435972,4.21E+22,0.595642,0.6,-113,-0.265111,-687358,-0.0350254,7.54E+07,0.600754,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
409,745,-1.82599,-3.98E+23,0.0339135,1.86E+23,0.595566,0.6,-118,-0.265111,-657854,-0.0424443,9.22E+07,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
410,746,-1.82301,-4.02E+23,0.0407585,2.06E+23,0.595795,0.6,-119,-0.265111,-650358,-0.0140929,7.39E+07,0.60083,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
411,747,-1.82301,-4.03E+23,0.0526418,1.03E+23,0.595795,0.6,-116,-0.265111,-670559,0.00141321,4.66E+07,0.600754,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
412,746,-1.82599,-4.01E+23,0.0433633,8.49E+21,0.595718,0.6,-111,-0.265111,-690448,0.00743284,2.24E+07,0.600754,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
413,744,-1.82301,-3.99E+23,0.00784107,-4.15E+21,0.595718,0.6,-106,-0.265111,-530669,0.00791221,7.03E+06,0.60083,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
414,742,-1.82599,-3.97E+23,-0.00894842,3.83E+22,0.595642,0.6,-103,-0.262132,-944635,0.0259827,-1.98E+06,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
415,742,-1.82599,-3.96E+23,-0.0334848,9.49E+22,0.595566,0.6,-101,-0.26809,-1.42E+06,0.0265039,-1.28E+07,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
416,740,-1.82301,-3.98E+23,-0.0345828,1.11E+23,0.595795,0.6,-102,-0.262132,-1.14E+06,-0.000304791,-2.11E+07,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
417,740,-1.82599,-3.97E+23,-0.00568569,7.52E+22,0.595718,0.6,-104,-0.262132,-738341,0.0287813,-1.56E+07,0.601517,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
418,742,-1.82599,-3.96E+23,-0.012195,4.78E+22,0.595566,0.6,-108,-0.262132,-671172,0.0730288,-1.38E+06,0.601517,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
419,745,-1.82599,-4.02E+23,-0.0315791,-5.58E+20,0.595871,0.6,-111,-0.262132,-695657,0.0715894,8.28E+06,0.60144,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
420,750,-1.82301,-4.05E+23,-0.0110665,-1.17E+23,0.595795,0.6,-111,-0.265111,-694568,0.0316851,1.02E+07,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
421,757,-1.82599,-4.09E+23,0.0203798,-2.38E+23,0.595795,0.6,-111,-0.265111,-694011,-0.0333246,8.05E+06,0.601212,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
422,763,-1.82003,-4.16E+23,0.0478601,-3.45E+23,0.595947,0.6,-110,-0.262132,-691886,-0.0511652,5.03E+06,0.601212,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
423,768,-1.82301,-4.17E+23,0.0862908,-4.19E+23,0.595795,0.6,-105,-0.262132,-634135,-0.00472899,2.85E+06,0.600754,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
424,765,-1.82301,-4.13E+23,0.0788763,-3.72E+23,0.595718,0.6,-100,-0.265111,-1.85E+06,0.0157321,-6.16E+06,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
425,757,-1.82301,-4.10E+23,0.0345379,-1.96E+23,0.595871,0.6,-97,-0.265111,-4.95E+06,-0.0200295,-4.49E+07,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
426,752,-1.82003,-4.09E+23,0.0268043,-9.82E+20,0.596024,0.6,-97,-0.262132,-5.02E+06,-0.0294805,-9.90E+07,0.600601,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
427,755,-1.82301,-4.07E+23,0.0360534,1.32E+23,0.595718,0.6,-99,-0.262132,-2.51E+06,0.01435,-9.95E+07,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
428,759,-1.82003,-4.12E+23,0.0296819,1.60E+23,0.595871,0.6,-103,-0.265111,-972204,0.0286027,-2.92E+07,0.60083,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
429,759,-1.82301,-4.11E+23,0.0185669,8.69E+22,0.595795,0.6,-107,-0.265111,-593815,-0.0129459,4.76E+07,0.600983,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
430,753,-1.82003,-4.05E+23,0.00857517,5.02E+22,0.595718,0.6,-109,-0.262132,-673214,-0.0265375,8.13E+07,0.60083,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
431,751,-1.82301,-4.03E+23,0.00189001,1.15E+23,0.595642,0.6,-112,-0.265111,-691768,-0.00514738,7.47E+07,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
432,751,-1.82301,-4.07E+23,-0.0214711,1.48E+23,0.595947,0.6,-116,-0.265111,-668993,-0.0150201,5.11E+07,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
433,745,-1.82301,-4.01E+23,-0.0453288,1.20E+23,0.595795,0.6,-117,-0.262132,-661736,-0.0150552,2.79E+07,0.601212,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
434,736,-1.82301,-3.97E+23,-0.0429465,1.55E+23,0.595947,0.6,-112,-0.265111,-692295,0.00898562,1.08E+07,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
435,737,-1.82301,-3.96E+23,-0.0303752,2.32E+23,0.595795,0.6,-107,-0.265111,-593815,-0.00351499,1.11E+06,0.600983,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
436,748,-1.82003,-4.07E+23,0.00296977,1.75E+23,0.596024,0.6,-105,-0.26809,-608377,-0.047684,-2.15E+06,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
437,764,-1.82301,-4.16E+23,0.0358696,-9.45E+22,0.595947,0.6,-104,-0.265111,-790226,-0.0729872,-3.68E+06,0.60083,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
438,775,-1.82301,-4.25E+23,0.0197651,-4.40E+23,0.596024,0.6,-102,-0.26809,-1.23E+06,-0.0636832,-8.78E+06,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
439,773,-1.82301,-4.22E+23,-0.0121993,-6.27E+23,0.595947,0.6,-101,-0.262132,-1.49E+06,-0.0226129,-1.73E+07,0.600601,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
440,762,-1.82599,-4.13E+23,-0.042102,-4.93E+23,0.595795,0.6,-101,-0.265111,-1.50E+06,0.0404252,-2.27E+07,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
441,751,-1.82301,-4.09E+23,-0.0631036,-1.30E+23,0.596024,0.6,-104,-0.265111,-849446,0.0555073,-1.63E+07,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
442,748,-1.82301,-4.04E+23,-0.0347827,2.02E+23,0.595871,0.6,-111,-0.265111,-691070,0.0267567,429108,0.60083,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
443,753,-1.82599,-4.08E+23,-0.0137403,3.46E+23,0.595871,0.6,-117,-0.265111,-664009,0.00766886,1.39E+07,0.600754,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
444,761,-1.82599,-4.13E+23,-0.041377,2.60E+23,0.595871,0.6,-115,-0.262132,-677328,0.0177215,1.70E+07,0.600601,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
445,762,-1.82301,-4.15E+23,-0.0416524,4.70E+22,0.595947,0.6,-107,-0.265111,-599937,0.0371087,1.42E+07,0.601059,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
446,756,-1.82599,-4.12E+23,-0.0105746,-9.50E+22,0.596024,0.6,-102,-0.26809,-1.15E+06,-0.00488256,6.47E+06,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
447,755,-1.82301,-4.09E+23,0.00506034,-8.14E+22,0.595871,0.6,-104,-0.265111,-771692,-0.0609141,-2.85E+06,0.601059,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
448,760,-1.82301,-4.15E+23,0.0301331,-3.24E+22,0.596024,0.6,-109,-0.265111,-685898,-0.047624,-3.93E+06,0.601364,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
449,764,-1.82003,-4.19E+23,0.0723534,-8.57E+22,0.5961,0.6,-112,-0.265111,-690949,-0.00928838,367483,0.600906,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
450,765,-1.82003,-4.18E+23,0.110262,-1.72E+23,0.596024,0.6,-113,-0.26809,-687743,-0.0109566,2.57E+06,0.601288,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
451,765,-1.82003,-4.20E+23,0.116161,-1.96E+23,0.596176,0.6,-114,-0.262132,-682080,-0.0086569,2.83E+06,0.601135,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
452,765,-1.82003,-4.20E+23,0.0872537,-1.81E+23,0.596176,0.6,-115,-0.265111,-677818,0.0346985,2.30E+06,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
453,765,-1.82003,-4.17E+23,0.0517775,-1.19E+23,0.595947,0.6,-112,-0.262132,-689487,0.0632112,1.48E+06,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
454,765,-1.82003,-4.19E+23,0.0231622,-2.93E+22,0.5961,0.6,-107,-0.262132,-544768,0.0778,1.59E+06,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
455,760,-1.82301,-4.17E+23,-0.0148994,2.25E+22,0.596176,0.6,-102,-0.262132,-1.24E+06,0.0827638,-1.58E+06,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
456,756,-1.82301,-4.11E+23,-0.0665903,9.35E+22,0.595947,0.6,-100,-0.265111,-1.90E+06,0.0424838,-1.52E+07,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
457,755,-1.82301,-4.12E+23,-0.0899603,1.85E+23,0.5961,0.6,-101,-0.265111,-1.49E+06,-0.0256023,-2.76E+07,0.600601,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
458,754,-1.82301,-4.11E+23,-0.0753342,2.05E+23,0.596024,0.6,-105,-0.265111,-650379,-0.0667978,-1.85E+07,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
459,749,-1.82003,-4.07E+23,-0.0289907,1.94E+23,0.596024,0.6,-107,-0.265111,-552418,-0.0657799,4.87E+06,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
460,751,-1.82301,-4.09E+23,0.0179052,1.86E+23,0.596024,0.6,-107,-0.265111,-567106,-0.0476108,2.00E+07,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
461,758,-1.82599,-4.12E+23,-0.00759928,1.13E+23,0.595947,0.6,-106,-0.265111,-527653,-0.0272642,2.16E+07,0.600754,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
