count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,4.95966,2.27281,-2.00E+10,-15954.9,16954,16753
1044,810,-1.8528,-4.94E+23,0.0951045,-1.50E+23,0.598618,0.6,-43,-0.265111,412908,0.0194991,624509,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1045,820,-1.85578,-5.04E+23,0.0592789,-3.09E+23,0.59877,0.6,-41,-0.265111,405824,0.045661,-26822.8,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1046,829,-1.84982,-5.09E+23,0.0084442,-4.95E+23,0.598694,0.6,-37,-0.262132,393378,0.0842006,-552782,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1047,830,-1.8528,-5.11E+23,0.0252024,-5.94E+23,0.59877,0.6,-30,-0.26809,374982,0.0773947,-959097,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1048,819,-1.85578,-5.00E+23,0.00535018,-4.65E+23,0.598618,0.6,-24,-0.265111,367973,0.0136546,-1.25E+06,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1049,806,-1.84982,-4.91E+23,-0.0243596,-8.76E+22,0.598618,0.6,-23,-0.265111,368498,-0.0164097,-1.24E+06,0.599686,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1050,800,-1.84982,-4.89E+23,0.0297429,3.08E+23,0.59877,0.6,-25,-0.262132,368311,0.0155106,-946545,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1051,801,-1.8528,-4.88E+23,0.0638351,4.80E+23,0.598694,0.6,-27,-0.265111,371283,0.0442628,-548118,0.599533,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1052,810,-1.8528,-4.94E+23,0.0204848,4.06E+23,0.598618,0.6,-27,-0.265111,371145,0.0239191,-197814,0.599609,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1053,825,-1.8528,-5.05E+23,-0.0230371,1.24E+23,0.598618,0.6,-27,-0.265111,371011,-0.0110323,17480.4,0.599686,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1054,837,-1.84684,-5.11E+23,0.00502558,-2.54E+23,0.598465,0.6,-30,-0.26809,376069,-0.0423899,132711,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1055,837,-1.8528,-5.12E+23,0.0548773,-5.07E+23,0.598541,0.6,-33,-0.265111,383383,-0.0637084,260278,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1056,830,-1.8528,-5.11E+23,0.020456,-5.29E+23,0.59877,0.6,-39,-0.265111,400610,-0.0352222,490239,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1057,821,-1.84982,-5.02E+23,-0.0192698,-3.28E+23,0.598618,0.6,-43,-0.26809,413616,-0.0139636,820371,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1058,814,-1.8528,-4.98E+23,-0.0104212,3.85E+21,0.598694,0.6,-42,-0.265111,409927,-0.0214684,1.00E+06,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1059,809,-1.8528,-4.97E+23,-0.0238781,2.62E+23,0.598846,0.6,-39,-0.265111,400168,0.00114782,777550,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1060,808,-1.8528,-4.92E+23,-0.0429538,3.69E+23,0.598618,0.6,-37,-0.265111,394008,0.0301375,278342,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1061,808,-1.8528,-4.93E+23,-0.0392384,3.77E+23,0.598694,0.6,-36,-0.26809,390464,0.0139677,-174968,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1062,809,-1.8528,-4.94E+23,-0.0271173,2.88E+23,0.598694,0.6,-36,-0.265111,390266,-0.0164791,-405197,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1063,814,-1.8528,-4.98E+23,-0.0147968,1.29E+23,0.598694,0.6,-35,-0.26809,387859,-0.0245843,-433517,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1064,825,-1.8528,-5.08E+23,-0.0057184,-9.12E+22,0.59877,0.6,-32,-0.265111,380486,-0.02134,-411220,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1065,830,-1.8528,-5.08E+23,-0.000427865,-3.18E+23,0.598618,0.6,-30,-0.265111,375573,0.00563634,-439017,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1066,823,-1.8528,-5.03E+23,0.00187153,-3.67E+23,0.598618,0.6,-29,-0.262132,373691,0.0552049,-460243,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1067,813,-1.85876,-4.94E+23,-0.0376348,-1.65E+23,0.598541,0.6,-28,-0.265111,372552,0.0808315,-410860,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1068,811,-1.85578,-4.93E+23,-0.103681,1.27E+23,0.598541,0.6,-29,-0.265111,374482,0.0496667,-294568,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1069,813,-1.8528,-4.96E+23,-0.0829229,2.73E+23,0.598618,0.6,-31,-0.262132,378890,0.023403,-119225,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1070,810,-1.8528,-4.94E+23,0.00798528,2.46E+23,0.598618,0.6,-32,-0.265111,382193,0.026199,79591.7,0.599457,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1071,808,-1.8528,-4.93E+23,0.0633354,1.80E+23,0.598694,0.6,-33,-0.26809,383598,-0.0197563,223544,0.599838,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1072,811,-1.85578,-4.99E+23,0.0490934,8.69E+22,0.598846,0.6,-35,-0.265111,389649,-0.0734209,304338,0.599609,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1073,820,-1.85578,-5.07E+23,-0.0100352,-9.69E+22,0.598923,0.6,-38,-0.26809,398431,-0.075743,405157,0.599609,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1074,827,-1.85578,-5.08E+23,-0.0517372,-2.97E+23,0.598694,0.6,-41,-0.265111,407225,-0.0562012,554909,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1075,828,-1.85578,-5.08E+23,-0.054992,-3.73E+23,0.598694,0.6,-41,-0.265111,407669,-0.0129309,646983,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1076,820,-1.85578,-5.00E+23,-0.0414976,-2.61E+23,0.598541,0.6,-36,-0.26809,391089,0.00843396,464174,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1077,808,-1.8528,-4.96E+23,-0.00470498,-8.53E+21,0.598846,0.6,-31,-0.265111,377944,-0.00498018,-44462,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1078,802,-1.8528,-4.88E+23,0.0518031,2.60E+23,0.598618,0.6,-30,-0.262132,375573,0.030835,-546316,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1079,800,-1.8528,-4.86E+23,0.0811772,4.50E+23,0.598618,0.6,-29,-0.26809,373272,0.0572095,-741656,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1080,796,-1.8528,-4.83E+23,0.0713995,5.04E+23,0.598618,0.6,-29,-0.26809,373272,-0.00742035,-668972,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1081,793,-1.84982,-4.84E+23,0.0681232,4.38E+23,0.59877,0.6,-31,-0.265111,377438,-0.0520874,-445914,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1082,796,-1.85876,-4.83E+23,0.0284361,3.09E+23,0.598618,0.6,-34,-0.265111,384777,-0.0164213,-128221,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1083,802,-1.85876,-4.90E+23,-0.0956033,1.27E+23,0.59877,0.6,-31,-0.265111,377602,0.0227577,115892,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1084,808,-1.85578,-4.95E+23,-0.161047,-1.06E+23,0.59877,0.6,-25,-0.262132,368100,0.052758,74583.9,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1085,815,-1.85578,-5.00E+23,-0.104673,-3.18E+23,0.59877,0.6,-20,-0.26809,372982,0.0508086,-105372,0.599838,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1086,816,-1.85876,-4.99E+23,-0.0531765,-4.16E+23,0.598694,0.6,-18,-0.26809,378943,-0.0238064,-109313,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1087,811,-1.85578,-4.97E+23,-0.0375332,-3.55E+23,0.59877,0.6,-18,-0.265111,379067,-0.0682092,32187.4,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1088,806,-1.85876,-4.93E+23,-0.0208878,-1.73E+23,0.59877,0.6,-22,-0.265111,369483,-0.0281162,59316,0.599533,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1089,804,-1.85578,-4.95E+23,-0.00830448,6.40E+21,0.598923,0.6,-29,-0.265111,374482,0.0160295,-39593.2,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1090,802,-1.85876,-4.92E+23,-0.000837286,1.06E+23,0.598846,0.6,-33,-0.26809,383383,0.00990893,-7008.01,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1091,803,-1.85578,-4.91E+23,0.00239024,1.53E+23,0.59877,0.6,-34,-0.26809,387402,-0.0353294,188467,0.599457,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1092,809,-1.85578,-4.97E+23,0.0229509,1.20E+23,0.598846,0.6,-36,-0.265111,391089,-0.044435,356766,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1093,815,-1.85578,-5.00E+23,0.0451917,-2.26E+22,0.59877,0.6,-37,-0.271069,393583,-0.0358905,423195,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1094,820,-1.85876,-5.00E+23,0.0220593,-1.53E+23,0.598541,0.6,-36,-0.265111,391762,-0.0419788,382276,0.599838,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1095,820,-1.86174,-5.04E+23,-0.0536314,-2.08E+23,0.59877,0.6,-34,-0.26809,384967,-0.0124321,208790,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1096,818,-1.85876,-5.00E+23,-0.110378,-1.99E+23,0.598618,0.6,-34,-0.26809,384967,0.003459,-22475.6,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1097,818,-1.86174,-4.97E+23,-0.1039,-9.32E+22,0.598465,0.6,-35,-0.265111,387659,0.00915905,-139286,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1098,819,-1.85876,-5.02E+23,-0.0732247,9.23E+21,0.598694,0.6,-35,-0.265111,387092,0.0490874,-117529,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1099,812,-1.85876,-4.96E+23,-0.0208957,3.66E+22,0.598694,0.6,-31,-0.265111,378123,0.0723482,-126534,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1100,798,-1.85876,-4.86E+23,0.0263097,1.45E+23,0.598694,0.6,-25,-0.26809,367974,0.042406,-288519,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1101,793,-1.85876,-4.86E+23,0.0386973,3.25E+23,0.598923,0.6,-21,-0.26809,370526,-0.0214429,-457046,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1102,803,-1.85876,-4.92E+23,0.0333695,3.36E+23,0.598846,0.6,-24,-0.262132,368100,-0.0219948,-453568,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1103,818,-1.85876,-5.02E+23,0.0221664,9.82E+22,0.59877,0.6,-28,-0.265111,372261,0.0437927,-317294,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1104,823,-1.85876,-5.08E+23,0.0115607,-2.35E+23,0.598846,0.6,-31,-0.265111,378890,0.0591657,-91320.8,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1105,819,-1.85876,-5.06E+23,0.00406334,-4.34E+23,0.598923,0.6,-32,-0.262132,381514,0.0495394,161203,0.599686,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1106,824,-1.85876,-5.08E+23,-0.000127966,-4.29E+23,0.598846,0.6,-33,-0.265111,383174,0.052182,312848,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1107,836,-1.85876,-5.16E+23,-0.00182362,-3.82E+23,0.59877,0.6,-35,-0.265111,389649,0.0191671,374425,0.599609,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1108,839,-1.85876,-5.20E+23,-0.00203153,-4.02E+23,0.598846,0.6,-36,-0.265111,391089,-0.0196445,406574,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1109,834,-1.86174,-5.13E+23,-0.0215606,-3.58E+23,0.598694,0.6,-36,-0.26809,391997,-0.0503568,379025,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1110,834,-1.86174,-5.17E+23,-0.0637877,-2.08E+23,0.598923,0.6,-32,-0.26809,380681,-0.0894306,211162,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1111,836,-1.85876,-5.13E+23,-0.0639898,-7.48E+22,0.598618,0.6,-28,-0.265111,372261,-0.081412,-117704,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1112,830,-1.85876,-5.10E+23,-0.00678826,4.93E+22,0.598694,0.6,-27,-0.262132,370289,0.00388912,-424127,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1113,820,-1.86174,-5.04E+23,0.0186762,1.98E+23,0.59877,0.6,-29,-0.26809,374151,0.0580932,-493310,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1114,813,-1.86471,-4.96E+23,-0.0358219,3.61E+23,0.598618,0.6,-28,-0.265111,371987,0.024832,-364691,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1115,814,-1.86174,-4.98E+23,-0.0886344,4.66E+23,0.598694,0.6,-25,-0.265111,368035,0.00440555,-242845,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1116,819,-1.86174,-5.05E+23,-0.0665283,3.64E+23,0.598846,0.6,-24,-0.262132,367654,0.0348036,-197156,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1117,824,-1.86174,-5.08E+23,-0.0194607,9.62E+22,0.598846,0.6,-26,-0.265111,368653,0.0580113,-150039,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1118,824,-1.86174,-5.10E+23,0.0052198,-1.45E+23,0.598923,0.6,-28,-0.265111,371609,0.0319557,-59436,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1119,819,-1.86174,-5.07E+23,0.0139996,-2.34E+23,0.598999,0.6,-26,-0.26809,368653,-0.0274029,20513,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1120,814,-1.86174,-5.01E+23,0.0138465,-1.41E+23,0.598846,0.6,-20,-0.265111,372822,-0.0644755,56119.9,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1121,807,-1.86174,-4.97E+23,0.0100472,6.54E+22,0.598923,0.6,-18,-0.265111,378822,-0.0423821,132096,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1122,807,-1.85876,-4.97E+23,0.0257735,2.29E+23,0.598923,0.6,-22,-0.26809,369019,-0.0218443,170550,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1123,827,-1.86174,-5.08E+23,0.0453511,1.89E+23,0.598694,0.6,-27,-0.262132,371283,-0.00754074,64210.6,0.599533,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1124,839,-1.86174,-5.18E+23,0.0212584,-9.37E+22,0.59877,0.6,-28,-0.262132,373022,0.0602793,-20802.1,0.599533,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1125,828,-1.85876,-5.10E+23,0.00559067,-3.42E+23,0.59877,0.6,-29,-0.262132,374151,0.111954,-4152.3,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1126,809,-1.85876,-4.96E+23,0.0375852,-2.16E+23,0.59877,0.6,-29,-0.265111,374832,0.0830701,35253,0.599609,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1127,801,-1.85876,-4.88E+23,0.0606365,1.91E+23,0.598694,0.6,-27,-0.265111,371425,0.00871735,35873.3,0.599457,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1128,802,-1.86174,-4.89E+23,0.0338295,4.97E+23,0.598694,0.6,-26,-0.265111,369056,-0.0443352,-30556.7,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1129,803,-1.85876,-4.92E+23,-0.00626458,5.05E+23,0.598846,0.6,-28,-0.265111,372261,-0.0542728,-82787.9,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1130,800,-1.86174,-4.87E+23,-0.0210713,3.54E+23,0.598694,0.6,-30,-0.26809,376069,-0.0637624,-29189.2,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1131,795,-1.86174,-4.86E+23,-0.0415377,2.46E+23,0.598846,0.6,-32,-0.26809,379757,-0.090538,98276.9,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1132,795,-1.85876,-4.88E+23,-0.0388047,1.73E+23,0.598923,0.6,-31,-0.265111,377438,-0.0771881,183828,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1133,803,-1.85876,-4.95E+23,0.0128045,3.52E+22,0.598999,0.6,-32,-0.265111,379265,-0.0108396,175370,0.600601,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1134,814,-1.85876,-4.99E+23,0.050659,-1.68E+23,0.59877,0.6,-33,-0.265111,382029,0.0394791,152020,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1135,819,-1.86174,-5.03E+23,0.0325351,-3.36E+23,0.59877,0.6,-30,-0.265111,375418,0.0495984,106077,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1136,817,-1.85876,-5.07E+23,-0.00395832,-4.21E+23,0.599075,0.6,-26,-0.265111,369242,0.0403929,-53455.7,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1137,808,-1.86174,-4.95E+23,-0.0182537,-3.40E+23,0.59877,0.6,-21,-0.265111,370360,0.025694,-224561,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1138,804,-1.86174,-4.95E+23,-0.0394551,-7.34E+22,0.598923,0.6,-17,-0.265111,382930,0.0126934,-176613,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1139,810,-1.85876,-4.99E+23,-0.0376773,1.13E+23,0.598923,0.6,-15,-0.265111,392288,0.00390182,129553,0.599838,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1140,815,-1.86174,-5.02E+23,-0.00685331,8.42E+22,0.598846,0.6,-19,-0.265111,375509,-0.00078018,317984,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1141,806,-1.85876,-4.95E+23,0.00767571,3.31E+22,0.598846,0.6,-24,-0.265111,368100,-0.00250241,97637,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1142,799,-1.86174,-4.92E+23,0.0115964,9.49E+22,0.598999,0.6,-26,-0.265111,369545,-0.00253814,-222079,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1143,806,-1.86174,-4.95E+23,-0.00990769,1.57E+23,0.598846,0.6,-23,-0.26809,368498,-0.0218637,-331488,0.599686,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1144,819,-1.86174,-5.07E+23,-0.0361046,3.89E+22,0.598999,0.6,-19,-0.265111,375509,-0.0439484,-244529,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1145,820,-1.86174,-5.11E+23,-0.0371769,-2.31E+23,0.599152,0.6,-18,-0.262132,379194,-0.00132529,-30982.2,0.599838,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1146,812,-1.86174,-5.02E+23,-0.0275884,-3.53E+23,0.598999,0.6,-19,-0.26809,375321,0.0362875,135731,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1147,804,-1.86471,-4.95E+23,-0.03618,-1.62E+23,0.598923,0.6,-21,-0.265111,370586,0.00164664,108584,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1148,803,-1.86471,-4.95E+23,-0.0699523,1.16E+23,0.598999,0.6,-21,-0.262132,370647,0.00668793,-21171.7,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1149,813,-1.86174,-4.99E+23,-0.0650094,2.19E+23,0.59877,0.6,-24,-0.26809,367750,0.0268231,-119442,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1150,829,-1.86174,-5.11E+23,-0.00542122,7.22E+22,0.59877,0.6,-29,-0.26809,373142,-0.0321804,-130065,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1151,837,-1.86471,-5.17E+23,0.0206297,-2.32E+23,0.59877,0.6,-32,-0.26809,379931,-0.0878607,-758.631,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1152,831,-1.85876,-5.11E+23,0.0257979,-4.16E+23,0.598694,0.6,-32,-0.26809,380486,-0.0871389,183996,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1153,822,-1.86471,-5.05E+23,0.0409625,-3.05E+23,0.59877,0.6,-31,-0.265111,377770,-0.0433238,245444,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1154,818,-1.86471,-5.04E+23,-0.00384385,-5.47E+22,0.598846,0.6,-28,-0.26809,371731,0.00645593,131272,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1155,815,-1.86471,-4.99E+23,-0.0613131,1.54E+23,0.598694,0.6,-25,-0.26809,368466,0.00525297,-72564.7,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1156,813,-1.86174,-5.03E+23,-0.0485015,2.50E+23,0.598999,0.6,-24,-0.265111,368100,0.00332288,-223991,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1157,819,-1.86471,-5.05E+23,-0.0101682,1.89E+23,0.598846,0.6,-24,-0.265111,368457,0.0416126,-250500,0.599533,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1158,829,-1.86174,-5.12E+23,0.00831187,1.23E+22,0.598846,0.6,-26,-0.265111,369997,0.066182,-181187,0.599457,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1159,838,-1.86471,-5.20E+23,0.0137236,-2.31E+23,0.598923,0.6,-29,-0.26809,374315,0.0385747,-51801.4,0.599838,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1160,843,-1.86471,-5.23E+23,-0.00755872,-4.46E+23,0.598846,0.6,-30,-0.265111,377399,-0.00297162,104332,0.599457,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1161,840,-1.85876,-5.16E+23,0.00576216,-4.55E+23,0.598618,0.6,-31,-0.26809,379519,-0.0191053,225192,0.599533,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1162,833,-1.86769,-5.19E+23,0.0296864,-2.86E+23,0.599075,0.6,-35,-0.26809,389170,-0.0405265,328247,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1163,831,-1.86174,-5.14E+23,-0.00833547,-1.02E+23,0.598846,0.6,-38,-0.26809,397033,-0.0584137,478743,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1164,833,-1.85876,-5.14E+23,0.0183258,5.70E+22,0.59877,0.6,-38,-0.26809,397479,-0.0500363,585089,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1165,834,-1.86174,-5.17E+23,0.0844135,1.21E+23,0.598923,0.6,-35,-0.265111,388491,-0.0131057,469673,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1166,834,-1.86174,-5.13E+23,0.0689581,9.50E+22,0.598694,0.6,-32,-0.26809,380486,0.0256236,124032,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1167,834,-1.85876,-5.14E+23,0.0439977,8.26E+22,0.59877,0.6,-29,-0.26809,373546,0.0146782,-266434,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1168,831,-1.86174,-5.18E+23,0.0418582,4.13E+22,0.599075,0.6,-26,-0.265111,368884,0.00616386,-533873,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1169,829,-1.86471,-5.09E+23,-0.0102707,1.46E+22,0.598694,0.6,-23,-0.26809,367930,0.0208762,-615700,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1170,824,-1.85876,-5.08E+23,-0.0490382,9.93E+22,0.598846,0.6,-20,-0.26809,372982,0.00121723,-493504,0.599838,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1171,817,-1.86471,-5.06E+23,-0.031875,1.94E+23,0.598999,0.6,-19,-0.265111,375232,-0.00723884,-233367,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
