Count,OriginalData,MovingAverage
233,140.467,-14.2705
234,43.178,-22.2223
235,-58.1667,-25.2941
236,-142.494,-22.2604
237,-119.666,-11.6164
238,-43.7379,-1.64024
239,-16.4766,4.2517
240,-35.0565,7.78787
241,18.8492,6.70555
242,48.4919,-1.72716
243,-7.39004,-8.76647
244,-34.5243,-5.61064
245,99.1835,2.20832
246,156.961,2.24329
247,0,-3.94944
248,-139.422,-5.74833
249,-80.6233,-2.07001
250,-3.02679,0.646561
251,-40.2711,2.49248
252,-71.6848,7.18281
253,-18.5701,9.26504
254,-18.2572,6.67922
255,2.50614,7.54142
256,70.3863,10.2943
257,79.8577,6.35786
258,74.101,-2.61625
259,54.2468,-13.2818
260,-56.7028,-20.8745
261,-149.805,-20.1805
262,-92.2945,-13.8069
263,55.7266,-9.21684
264,121.855,-12.7649
265,99.8828,-20.4755
266,33.1065,-26.1497
267,-35.9779,-22.9264
268,-65.8555,-17.727
269,-26.2919,-20.2916
270,33.8915,-30.6252
271,53.5356,-36.5426
272,-30.0402,-30.9213
273,-70.2864,-20.6511
274,-1.01332,-11.6492
275,57.5642,-8.35937
276,-8.34303,-10.3082
277,-99.6244,-11.8339
278,-139.21,-11.3428
279,-97.6065,-10.0377
280,-42.8227,-11.5182
281,-22.3339,-11.6907
282,-0.493304,-5.33041
283,-15.2345,3.69266
284,-32.3578,9.37303
285,-13.6,9.01592
286,97.5729,5.82687
287,68.0083,0.416346
288,-117.146,-0.973674
289,-232.964,7.27199
290,-84.4561,21.3124
291,165.96,28.2403
292,175.364,23.4315
293,109.752,16.8274
294,64.7834,10.0623
295,18.5866,3.71192
296,-38.8565,1.48904
297,-89.8012,2.95429
298,-113.109,5.11673
299,-127.217,6.93006
300,-46.272,9.70895
301,104.872,11.5822
302,179.968,6.26438
303,98.3729,4.30593
304,-39.4999,-1.6378
305,-77.3809,-1.05892
306,-10.6377,3.77888
307,40.2079,7.19406
308,47.7673,6.03151
309,47.8438,1.79737
310,54.1031,-3.98902
311,69.7838,-9.199
312,43.2807,-10.7083
313,-25.5493,-8.94509
314,-62.2243,-6.7338
315,-25.871,-5.49642
316,-9.55137,-6.61252
317,-46.5524,-7.17207
318,-76.8425,-4.27548
319,-71.6391,-0.532919
320,-8.80606,-1.51754
321,-1.48536,-7.14064
322,140.799,-11.164
323,-20.5016,-19.4563
324,-27.9225,-21.0112
325,19.3751,-24.9224
326,57.6659,-27.3604
327,16.957,-24.7192
328,-36.9154,-22.3547
329,-67.8841,-18.6367
330,-50.0965,-12.2668
331,39.5974,-5.31753
332,78.5453,-1.02395
333,18.6765,0.791486
334,-37.4766,-1.10232
335,-48.1931,-2.55923
336,-20.7424,1.35483
337,11.3795,6.09571
338,-1.99135,3.65205
339,-91.3315,-3.08423
340,-121.268,-0.618465
341,-81.9534,9.09641
342,-25.0463,15.151
343,-51.5997,15.4447
344,-106.147,17.4774
345,-29.3842,23.7994
346,110.489,24.3017
347,64.2472,17.2429
348,37.4444,17.9751
349,59.5157,22.2401
350,88.888,16.4465
351,125.469,2.10797
352,114.854,-12.0445
353,-19.1995,-23.9037
354,-66.6149,-31.4979
355,30.0881,-25.8544
356,74.0751,-14.3102
357,-37.4937,-9.79493
358,-136.717,-5.82017
359,-42.0161,1.96993
360,73.0295,4.09547
361,39.1375,1.9033
362,-19.1714,1.90625
363,-10.9458,0.931462
364,20.2928,-3.5772
365,-19.3384,-7.28764
366,-30.6875,-5.16816
367,78.8913,-9.36554
368,122.746,-16.8219
369,-56.3576,-19.3846
370,-197.882,-11.559
371,-157.58,-0.521135
372,-122.33,7.83795
373,-171.084,15.4646
374,46.2558,25.5809
375,260.972,24.3466
376,164.38,11.2731
377,42.0015,3.10384
378,19.0851,0.403838
379,0.494553,-1.02853
380,29.1862,-1.48566
381,39.1964,-4.07175
382,-38.6671,-7.02277
383,-101.119,-3.07158
384,-53.9161,8.26042
385,23.0512,14.3039
386,-114.635,10.47
387,-70.2355,10.3143
388,71.4921,8.62851
389,100.154,2.84858
390,22.8752,-0.530144
391,9.60167,1.0154
392,30.2024,1.50226
393,31.2425,-0.451396
394,21.5696,0.995128
395,-0.498064,7.4683
396,0.995117,10.5898
397,-11.9985,6.58228
398,-9.56235,0.924305
399,-8.64796,-3.11445
400,-22.5355,-5.89164
401,-19.824,-7.00922
402,40.3566,-7.75223
403,125.521,-6.9257
404,66.9542,-4.75245
405,-53.6278,-3.21656
406,-117.749,-0.510064
407,-103.951,8.04897
408,-44.1065,18.9973
409,32.5795,23.7137
410,53.786,18.7155
411,19.3389,9.77622
412,-8.87068,3.04662
413,60.173,-1.10892
414,151.033,-7.85224
415,61.9316,-12.1675
416,-79.1549,-6.71435
417,-125.158,1.37747
418,-90.3374,5.26836
419,-64.1918,8.45891
420,-44.8871,11.1958
421,-34.6842,10.0166
422,56.8872,10.1744
423,168.986,12.6959
424,97.6721,11.9905
425,0.502016,10.4142
426,53.4318,9.68314
427,115.016,3.86496
428,50.2209,-5.785
429,-67.3851,-13.4619
430,-124.999,-15.1345
431,-115.253,-10.4006
432,-91.9815,-2.04788
433,-74.6935,7.9548
434,64.7275,13.5413
435,170.995,8.87649
436,82.6814,-0.146644
437,-47.3401,-3.28737
438,-26.5263,2.278
439,-9.45485,5.9306
440,-68.4702,6.74136
441,-31.5278,8.86631
442,107.317,6.24368
443,154.878,-2.9184
444,66.146,-10.6124
445,-14.1194,-11.5605
446,-62.9319,-13.218
447,-77.9832,-14.5615
448,-103.317,-10.7118
449,-100.838,-1.09324
450,-30.3208,4.97082
451,51.8021,2.05868
452,108.072,-4.82262
453,37.0366,-7.51028
454,-28.5688,-3.74116
455,-9.46764,0.381772
456,19.8669,3.66661
457,63.9673,5.5033
458,46.5256,3.31268
459,6.76037,1.30775
460,-25.9711,0.084901
461,-83.9804,1.28229
462,-75.9247,7.03622
463,0.998278,16.5738
464,47.1843,22.006
465,-47.2706,18.3519
466,-89.8011,12.8069
467,-0.989864,15.0255
468,89.0547,21.3397
469,20.4433,22.2255
470,-88.5637,21.9296
471,-85.8238,23.2132
472,54.3187,24.7916
473,112.419,23.1563
474,53.8899,22.5074
475,56.2291,22.212
476,56.6007,16.8458
477,20.155,8.12764
478,6.427,4.17721
479,-17.6967,6.40293
480,-2.02323,9.5372
481,31.0981,7.41213
482,114.826,3.26098
483,109.644,-3.33545
484,-25.8975,-9.45368
485,-158.171,-8.18411
486,-45.4297,-1.09635
487,125.294,-0.923346
488,106.77,-8.92396
489,14.5253,-13.8199
490,-62.8901,-14.1055
491,-54.2576,-11.0115
492,21.6139,-8.73939
493,99.4406,-11.6082
494,47.9813,-16.706
495,-51.0945,-15.9781
496,-117.762,-10.774
497,-58.8536,-3.52438
498,50.9414,-0.241574
499,44.9887,-4.96367
500,-44.5247,-10.2355
501,-51.9249,-10.1862
502,-17.1027,-9.41401
503,-12.7205,-8.53375
504,-0.506202,-4.26212
505,-16.4157,1.69849
506,-41.9696,6.15222
507,-34.7182,4.61637
508,8.85172,-1.01582
509,8.81197,-1.90945
510,-1.00965,2.9447
511,-8.81508,6.69137
512,-35.762,6.69795
513,-2.51663,7.71282
514,62.5405,7.42463
515,52.9877,5.58585
516,27.2298,6.15774
517,6.80259,5.14123
518,-43.5006,-0.47465
519,-60.4481,-6.05222
520,-43.5383,-5.37018
521,-36.4813,2.72859
522,0.502554,10.4994
523,72.7121,12.4261
524,118.706,6.83659
525,72.659,-0.412184
526,-72.6867,-1.58498
527,-147.362,6.4245
528,-9.02086,14.9693
529,105.895,13.1301
530,73.9238,2.6352
531,-8.68355,-4.86134
532,-15.4647,-6.22127
533,-8.28044,-7.62342
534,25.765,-9.08539
535,64.4256,-9.81357
536,6.8995,-10.8967
537,-105.515,-8.07737
538,-155.052,1.39609
539,-46.8072,11.9552
540,118.437,12.3317
541,118.935,3.01781
542,39.0363,-3.30221
543,-39.078,-3.56968
544,-26.2694,-0.322162
545,49.203,1.37514
546,87.5029,-2.35243
547,23.5332,-8.79563
548,-45.8039,-10.3746
549,-104.003,-6.44537
550,-76.0071,1.61578
551,-35.8821,7.80123
552,-43.5078,11.1663
553,-37.5198,14.9154
554,11.2014,14.8282
555,42.7634,8.54049
556,63.2857,3.87692
557,83.9541,4.50492
558,56.1294,4.76426
559,-39.2766,3.84117
560,-67.8405,5.85588
561,-7.46534,8.83773
562,33.6869,6.84855
563,25.8723,1.15468
564,7.6767,-3.82068
565,-25.3484,-4.33098
566,-41.3611,-0.0822382
567,-8.04642,1.96047
568,32.7808,-7.71601
569,57.22,-7.5129
570,47.702,-4.55479
571,31.4195,-3.6611
572,31.4735,-2.80051
573,-39.2642,-1.57424
574,-114.552,-0.789024
575,-50.5079,-2.02302
576,75.8456,-5.66138
577,89.141,-10.3964
578,37.6675,-14.8283
579,1.01756,-17.6628
580,-8.2033,-13.6199
581,-47.249,-5.6825
582,-80.1905,4.66564
583,-73.6349,13.4316
584,-2.52938,17.1134
585,59.6265,12.4065
586,-0.506948,5.58664
587,-201.576,5.29605
588,36.8431,15.0331
589,116.382,9.51969
590,65.5758,-0.908426
591,48.6314,-5.96096
592,55.9989,-6.17228
593,-23.5599,-4.41914
594,-139.232,1.16568
595,-123.275,10.0324
596,-18.8543,16.1707
597,0.50226,13.982
598,-19.0215,9.95329
599,81.8744,10.5434
600,150.545,9.17479
601,159.714,3.60736
602,95.1295,-3.62418
603,0,-9.95655
604,-96.6678,-14.4417
605,-76.7701,-13.3492
606,-6.31873,-8.69844
607,-6.83526,-5.81891
608,-73.4249,-3.4163
609,-92.1803,0.305581
610,-35.4749,0.737765
611,44.405,-2.69219
612,91.0617,-5.8507
613,88.1366,-6.39847
614,38.1027,-6.48074
615,-0.509046,-6.30096
616,-62.6292,-7.92593
617,-80.0714,-8.00555
618,-7.21869,-3.92609
619,54.5017,1.17922
620,39.1963,3.44126
621,15.0833,4.95685
622,-31.518,4.45705
623,-89.7037,0.395001
624,-74.8174,-2.43651
625,16.2455,-1.71198
626,51.2718,-3.68474
627,41.2169,-7.53128
628,1.01276,-8.6176
629,-83.5366,-5.4598
630,-104.074,0.378863
631,-18.7653,4.296
632,80.1063,2.97717
633,86.4912,-1.07852
634,41.6984,-6.00827
635,-33.0085,-8.04287
636,-64.2216,-21.0617
637,1.51787,-22.9792
638,94.8874,-17.0564
639,99.7425,-15.6535
640,69.5082,-23.9077
641,5.08728,-35.5391
642,-112.759,-37.1388
643,-146.334,-27.0084
644,-60.3268,-19.3127
645,-23.2096,-16.3209
646,-25.659,-8.47074
647,19.4905,-0.157135
648,64.1688,2.46907
649,33.2366,0.511955
650,-25.7313,-3.70169
651,-45.1419,-11.4254
652,-1.00749,-15.9063
653,-12.1037,-14.2996
654,1.00643,-11.1395
655,-293.385,-12.0767
656,-102.571,0.916222
657,119.974,1.68783
658,122.945,-7.78585
659,-65.3426,-11.6147
660,-163.12,-2.83165
661,-26.9058,7.93414
662,89.8489,6.6468
663,7.58078,-3.9388
664,-0.490951,-4.92555
665,133.793,0.213645
666,140.613,-4.40687
667,72.0145,-13.5522
668,25.0266,-19.3514
669,-51.0364,-18.3652
670,-180.206,-10.6397
671,-134.759,3.33602
672,31.1267,12.9283
673,51.0972,9.49146
674,-17.7365,4.07141
675,-33.527,6.83076
676,-87.1388,9.86875
677,-69.4996,6.92104
678,46.3684,0.52277
679,110.318,-3.01088
680,52.1958,-5.04329
681,-52.6527,-7.62876
682,-121.863,-6.77688
683,-12.1543,-0.562656
684,102.293,-0.687491
685,41.3826,-5.09335
686,-42.2937,-5.43078
687,-43.9695,-0.619191
688,44.7506,3.25131
689,103.473,1.03837
690,99.3092,-5.16605
691,57.0857,-10.7753
692,-37.6092,-13.6541
693,-57.3038,-13.9495
694,37.4505,-11.7495
695,27.2328,-10.2119
696,-146.093,-6.25615
697,-197.465,5.43011
698,-24.3045,20.3677
699,69.6697,27.2082
700,0.486366,25.8273
701,-35.615,22.4226
702,2.42143,18.4744
703,-14.651,17.0488
704,14.1758,18.0921
705,34.634,14.0343
706,53.9381,7.51599
707,33.4406,6.80533
708,0.491673,9.94505
709,-20.6153,10.8474
710,-12.8752,7.02715
711,-0.490703,1.49356
712,-43.5181,-1.71791
713,-13.3039,3.22009
714,68.2031,6.50528
715,106.348,2.0992
716,87.6321,-4.89233
717,101.286,-6.11026
718,112.507,-4.22886
719,42.0512,-4.74831
720,-67.6085,-7.32157
721,-114.579,-7.14607
722,-26.0898,-4.27486
723,6.21533,-2.5417
724,-66.9815,-1.30704
725,-95.7313,0.524658
726,39.7248,2.4175
727,96.2351,1.95289
728,18.5382,3.17233
729,-97.0198,5.75616
730,-123.547,7.49765
731,-64.7202,10.0264
732,55.2419,12.7669
733,52.3999,9.58152
734,-19.9185,4.08821
735,-33.4825,5.08414
736,63.2735,8.74766
737,138.914,4.56786
738,102.118,-5.7379
739,-9.41405,-10.9675
740,-64.0986,-7.0427
741,-57.1547,-0.893919
742,8.5735,3.23392
743,30.9084,3.72291
744,-30.3475,-1.00463
745,-57.8744,-6.53655
746,30.4325,-7.23917
747,120.624,-3.00909
748,70.2148,0.0227547
749,-62.1901,1.38023
750,-72.9715,4.78941
751,-9.9113,6.33729
752,-8.46505,2.34362
753,-57.4663,-4.92823
754,0,-7.34127
755,39.788,-6.21625
756,-20.3224,-7.6972
757,-67.2013,-9.41118
758,-2.47444,-7.07852
759,69.0824,-1.4476
760,58.877,-0.993759
761,25.4022,-1.6663
762,18.3532,-0.0852739
763,-63.6424,-0.585167
764,-140.986,2.37003
765,-71.9267,14.5432
766,115.034,22.3289
767,181.261,17.9435
768,97.3643,11.1721
769,5.99349,9.20741
770,-42.0139,11.348
771,-89.7848,16.0425
772,-153.902,23.401
773,-105.727,33.7391
774,22.5003,38.8472
775,10.169,36.3645
776,-54.6019,32.919
777,-20.5482,33.9434
778,110.144,31.4612
779,78.1592,22.0734
780,45.4262,16.9053
781,57.0227,17.576
782,8.35532,20.8133
783,-4.5385,24.4118
784,102.477,25.0211
785,83.7887,17.0336
786,27.3247,9.31841
787,45.8338,4.93599
788,58.07,-0.525804
789,48.8054,-4.51774
790,51.8762,-5.39016
791,57.3844,-8.43646
792,52.8609,-14.639
793,-3.56445,-17.6983
794,-27.1539,-12.9934
795,-58.742,-11.7119
796,-34.1136,-15.0683
797,-70.1918,-17.4704
798,-77.6129,-12.5571
799,-25.2025,-8.28852
800,58.8408,-7.49192
801,121.769,-7.88257
802,80.3246,-10.2857
803,7.64679,-11.8769
804,-57.2719,-12.2593
805,-70.5154,-11.4138
806,-60.3236,-8.85661
807,-63.4021,-3.37049
808,-21.7687,4.18527
809,31.357,9.00957
810,-9.04988,7.34002
811,-66.6654,3.20063
812,-8.32654,0.452847
813,90.5345,-1.58007
814,-1.5241,-5.86178
815,-125.871,-6.92935
816,-82.1549,-2.53901
817,28.0746,2.15429
818,7.75825,2.0395
819,-9.27047,1.97592
820,51.0278,1.2372
821,73.7055,-1.23825
822,48.5007,-1.08497
823,0,1.78024
824,-40.3616,3.43499
825,-19.3723,3.14182
826,49.3988,0.951236
827,87.7131,-1.4426
828,74.7174,-6.67231
829,-2.034,-15.3715
830,-91.8378,-20.2269
831,-121.621,-13.761
832,-48.9848,-1.12899
833,4.90025,3.79944
834,-22.8756,-3.14233
835,-38.0641,-12.7868
836,11.711,-14.0326
837,25.7789,-7.55039
838,6.4867,-1.61244
839,-24.0449,1.01696
840,1.51866,0.0535282
841,76.7711,-3.05832
842,105.805,-8.25379
843,33.095,-12.2879
844,-46.225,-10.8304
845,-63.184,-5.96142
846,1.52212,-0.739535
847,-16.8811,2.76498
848,-99.2667,5.96089
849,-99.1417,9.02519
850,37.4803,10.367
851,131.019,8.82589
852,49.5838,4.74353
853,-133.935,1.73855
854,-215.765,7.25612
855,-62.98,17.6894
856,141.355,19.9724
857,144.538,10.8823
858,59.0746,5.18984
859,-43.3135,9.34516
860,-60.7183,16.704
861,-27.1383,20.8449
862,25.1229,22.2274
863,62.245,20.1484
864,51.1545,14.893
865,41.2537,8.98127
866,71.6124,3.05035
867,47.0372,-4.18155
868,-37.9808,-8.15132
869,-72.3046,-4.6107
870,6.65724,1.90443
871,49.3719,3.52913
872,-10.5159,1.8941
873,-23.5836,2.73232
874,-7.09949,2.84043
875,-17.3189,-0.100468
876,-40.449,-1.70225
877,30.6898,0.812855
878,142.181,-1.23867
879,103.864,-11.7164
880,22.0987,-21.3026
881,0.510959,-23.375
882,-16.4556,-19.6918
883,-42.8633,-16.7617
884,-67.0802,-15.0507
885,-77.3648,-9.06999
886,-73.0256,1.5932
887,-32.3583,10.3075
888,32.8316,11.8746
889,57.9981,6.85197
890,39.1512,-0.0618519
891,16.6713,-4.84578
892,6.24847,-5.73004
893,-21.4214,0.681583
894,-65.9174,3.96233
895,-49.3545,4.89353
896,9.85307,1.48025
897,-10.3407,-1.60651
898,-67.3729,-0.228291
899,-87.8599,3.48108
900,-19.3506,6.77764
901,74.176,8.16675
902,42.1452,6.93743
903,-8.64204,8.4311
904,52.5333,12.3381
905,135.899,12.0138
906,101.261,3.69858
907,-1.01717,-4.73545
908,-67.6206,-6.75545
909,-80.2784,-3.72131
910,-56.5274,-0.906169
911,-1.01393,-0.535984
912,134.481,-0.800484
913,44.1935,-5.13307
914,-47.2934,-4.09587
915,-117.62,-2.17568
916,-51.8821,-0.604935
917,17.2236,-0.177529
918,6.81458,4.73119
919,-21.9288,10.173
920,8.43168,9.42734
921,49.5896,2.6714
922,72.0186,-1.87131
923,69.4981,-5.03165
924,46.0477,-9.24059
925,-30.406,-12.759
926,-67.4196,-11.5886
927,-41.4171,-6.47792
928,-6.93779,-0.575048
929,-23.9756,2.98969
930,-49.1237,5.40184
931,-6.30395,6.90717
932,47.8292,5.681
933,64.9375,1.5715
934,-8.8896,-4.13719
935,-86.205,-4.05448
936,-43.334,2.04744
937,115.398,5.99713
938,115.651,-0.302005
939,-36.8423,-6.28244
940,-126.687,-4.74355
941,-41.2647,1.23611
942,8.81175,3.01904
943,-14.6805,2.52772
944,-24.321,1.42553
945,-6.99739,-1.27246
946,34.7937,-3.44954
947,76.6404,-5.66565
948,64.357,-10.3811
949,24.2674,-14.7777
950,-19.0171,-14.659
951,-30.8274,-8.84939
952,-34.3607,-3.97317
953,-49.2364,-4.40935
954,-7.23538,-8.60143
955,35.8335,-13.8729
956,35.6597,-17.8365
957,-10.5847,-19.5947
958,-3.95762,-15.6003
959,-6.06465,-11.8096
960,-7.09366,-11.995
961,-5.6062,-16.4702
962,-1.01463,-19.7899
963,-36.7243,-18.7359
964,-78.2807,-18.4948
965,-50.5391,-24.065
966,-9.5284,-33.5194
967,-17.6678,-36.081
968,-23.576,-27.9739
969,26.6406,-18.6759
970,97.1761,-15.945
971,66.6969,-20.8771
972,-43.0843,-21.5552
973,-133.078,-9.45635
974,-112.664,6.56736
975,-43.44,12.9121
976,0.497231,10.0003
977,69.302,6.34675
978,71.8566,4.2475
979,-9.77187,2.79999
980,-96.5981,5.01178
981,-72.001,8.96995
982,20.0666,5.7727
983,-31.9027,-5.28978
984,-189.685,-8.32973
985,-239.626,6.25548
986,-60.7611,23.7804
987,144.475,28.3768
988,162.382,20.1929
989,81.2601,12.0987
990,-1.46575,10.42
991,53.1341,12.8551
992,198.893,10.2486
993,187.396,-1.15677
994,14.2313,-10.5766
995,-101.677,-9.85007
996,-72.5732,-4.71605
997,27.317,-4.95907
998,42.9064,-10.3384
999,34.4639,-12.0198
1000,-17.4346,-7.7752
1001,-135.946,0.375026
1002,-201.183,13.9024
1003,-92.7017,25.5159
1004,102.019,24.8302
1005,110.873,12.2549
1006,31.1657,2.02653
1007,-19.2018,-4.21232
1008,0.496942,-8.50738
1009,47.6865,-11.9894
1010,47.2372,-10.3403
1011,1.00325,-1.9603
1012,-29.2143,8.72849
1013,-1.0015,13.88
1014,28.7629,12.298
1015,1.00334,5.78122
1016,-77.4336,-3.4412
1017,-80.2699,-8.34662
1018,9.27944,-4.83495
1019,119.355,-2.09672
1020,145.57,-5.4513
1021,134.601,-9.76521
1022,31.0874,-16.5452
1023,-106.416,-15.2455
1024,-149.486,-9.87473
1025,-93.6949,-0.126021
1026,-93.6114,8.61771
1027,-105.103,14.1688
1028,-69.1433,15.8903
1029,80.6676,16.6233
1030,214.838,14.3782
1031,214.779,6.82122
1032,73.8166,-4.3336
1033,-32.6419,-8.04966
1034,-101.573,-4.66736
1035,-183.445,-2.67142
1036,-175.542,-0.0667229
1037,-10.0366,5.81442
1038,64.0442,7.74399
1039,52.2634,4.51693
1040,59.2917,0.378903
1041,-0.997859,-0.0743628
1042,57.0796,4.35736
1043,1.00035,2.40086
1044,45.4881,0.00387783
1045,81.1797,-7.63213
1046,17.4103,-16.8286
1047,-70.672,-18.9649
1048,-54.4851,-14.238
1049,35.7665,-10.4627
1050,63.6984,-10.2187
1051,-8.31747,-9.77998
1052,-0.50436,-5.56612
1053,35.004,-3.5897
1054,-61.6543,-6.8031
1055,-131.351,-4.66884
1056,-57.9192,4.30462
1057,28.5549,8.09516
1058,-0.497105,1.49016
1059,-30.4971,-5.63253
1060,50.2264,-6.85633
1061,87.6366,-5.03214
1062,17.9496,-6.34075
1063,-46.9393,-7.7171
1064,-107.232,-6.48478
1065,-102.75,-2.57875
1066,-25.3158,-1.1638
1067,23.8664,-4.40879
1068,21.0204,-5.65042
1069,40.6464,-0.075444
1070,72.4734,5.09394
1071,75.9597,0.466741
1072,39.0241,-9.99444
1073,-29.264,-14.2075
1074,-18.9691,-8.48235
1075,48.1182,-2.87096
1076,17.8915,-2.35241
1077,-103.545,-4.68392
1078,-142.951,-2.93799
1079,-54.9731,3.60707
1080,86.7102,8.44303
1081,61.4644,4.57646
1082,-9.57749,-0.972602
1083,-22.2929,-6.33643
1084,-29.1114,-12.2189
1085,-74.4508,-8.33438
1086,-90.2158,-4.58768
1087,-0.966185,17.9213
1088,132.52,20.7171
1089,144.034,13.2203
1090,-20.0705,3.23906
1091,-133.264,2.45713
