Count,OriginalData,MovingAverage
1,73.2474,14.9137
2,103.408,-4.24475
3,-34.3668,-24.1763
4,-154.726,-20.7396
5,-119.121,-8.65306
6,-1.46091,-8.31966
7,101.595,-12.1665
8,134.422,-6.66132
9,65.1125,-5.27202
10,-18.9733,-9.61774
11,-118.337,-6.92219
12,-95.9072,11.7776
13,0,21.4185
14,-33.8607,26.2594
15,-115.787,35.8483
16,-39.9295,51.8255
17,156.647,47.8664
18,148.315,14.8449
19,21.6553,-7.26291
20,7.98219,-6.36509
21,68.661,0.0118759
22,0.502058,3.62258
23,48.4086,9.16427
24,62.0285,-1.95006
25,43.985,-20.0985
26,-79.5203,-25.3579
27,-173.568,-6.62985
28,-72.7635,19.0378
29,30.6335,22.6753
30,71.7519,10.9662
31,104.768,-1.13572
32,55.919,-8.48904
33,-62.7347,-11.1144
34,-119.456,-2.9743
35,-8.60874,8.01644
36,107.76,5.87904
37,83.1086,-9.80407
38,-36.3881,-18.2146
39,-86.4582,-2.78212
40,-49.2671,17.5048
41,31.2348,19.8425
42,29.6652,1.02795
43,18.6665,-16.2536
44,-9.54854,-21.527
45,-29.9828,-14.0772
46,-49.0711,0.921002
47,-0.996983,18.9635
48,117.937,25.8308
49,116.411,17.6994
50,-25.8898,6.74825
51,-156.911,4.17338
52,-143.15,6.64458
53,-34.0674,9.15638
54,64.9493,5.34136
55,119.999,-13.1969
56,131.354,-38.5757
57,67.6762,-44.2882
58,36.6222,-25.9055
59,6.90005,-13.1671
60,-51.6386,-19.5113
61,-132.199,-33.3486
62,-118.032,-32.4907
63,-72.2176,-16.1092
64,-120.433,3.02964
65,-133.789,22.2807
66,74.2285,35.5094
67,251.503,24.1987
68,164.007,-5.12261
69,-56.5424,-22.5675
70,-190.012,-14.7768
71,-123.619,6.18126
72,45.7823,16.5863
73,119.171,13.9671
74,72.0776,11.9336
75,-1.50203,7.5254
76,-38.8788,-3.0805
77,-41.7098,-9.48042
78,-10.4415,-3.35901
79,21.3644,9.26704
80,19.5684,14.6949
81,-19.5684,10.794
82,19.5898,4.1375
83,98.8366,-4.19199
84,27.9953,-14.9816
85,-107.561,-12.8291
86,-102.878,7.8608
87,19.5043,20.1541
88,115.819,4.26641
89,75.6429,-30.5992
90,-19.4404,-54.2415
91,-86.1335,-52.0199
92,-63.7051,-22.8343
93,-9.05984,10.3087
94,49.521,21.6084
95,99.3376,0.174223
96,20.0554,-32.8747
97,-139.373,-34.9284
98,-232.837,-7.31712
99,-160.78,24.2649
100,2.77522,41.4659
101,205.723,41.1388
102,267.725,18.6102
103,103.937,-9.49764
104,-164.821,-19.6933
105,-231.152,-8.41093
106,-0.481395,3.43907
107,136.74,1.11263
108,82.9832,3.16133
109,11.2303,13.9459
110,-0.496246,12.7227
111,-19.563,4.12405
112,-13.3533,-1.08007
113,1.98024,11.1825
114,-51.9971,23.9489
115,-112.652,29.9903
116,-23.7458,33.1981
117,157.227,21.886
118,190.829,-14.5834
119,-1.00196,-46.0914
120,-86.4826,-34.7799
121,-71.6042,-8.25476
122,109.272,0.988983
123,129.645,-16.2742
124,8.4167,-29.1894
125,-80.5741,-17.7257
126,-136.867,0.05933
127,-207.467,14.5264
128,-124.251,30.707
129,112.113,42.1257
130,178.769,32.8774
131,20.8332,16.8398
132,-63.3596,13.7633
133,0.492589,22.9088
134,123.054,27.4405
135,97.2761,17.9244
136,7.80354,7.25435
137,-45.6611,-2.60988
138,-10.0638,-17.2447
139,19.6297,-34.4884
140,18.3937,-37.5911
141,-9.93256,-26.7708
142,28.0959,-8.6127
143,45.8099,-1.99167
144,27.8922,-0.930595
145,-9.42401,3.39307
146,-90.8387,6.82907
147,-192.009,7.21623
148,-182.501,10.1922
149,-11.3973,17.0858
150,126.597,18.1763
151,171.648,7.85402
152,94.3062,-14.7855
153,56.4207,-29.9076
154,71.1289,-35.5011
155,24.936,-39.2998
156,-86.9672,-40.2795
157,-162.249,-27.5028
158,-113.565,-7.17135
159,-0.492862,17.8069
160,23.3745,35.3681
161,-54.7473,44.543
162,-56.9151,51.716
163,0.486224,54.2462
164,33.1414,52.6726
165,15.1393,51.6562
166,40.8001,55.6919
167,41.0652,48.8038
168,136.218,38.0049
169,175.119,19.5398
170,115.123,1.36035
171,16.9828,-8.10695
172,-31.6127,-2.68239
173,-15.2501,13.529
174,22.9779,24.54
175,55.4963,22.5509
176,-28.081,8.57575
177,-66.9244,3.04255
178,-48.4333,10.7645
179,-6.67504,25.2348
180,20.45,30.9005
181,71.2284,28.9574
182,130.501,-8.10264
183,94.8606,-20.0558
184,3.08683,-20.7994
185,-84.2556,-18.759
186,-83.413,-16.5089
187,10.2948,-19.0464
188,96.2705,-28.1131
189,49.9819,-40.4197
190,1.01858,-45.6191
191,-299.372,-43.8144
192,10.9694,-6.75794
193,87.425,5.75922
194,23.4908,8.94751
195,-61.7551,11.7663
196,-108.788,17.2404
197,-80.3723,21.9445
198,-26.7948,22.1022
199,-2.01215,24.1743
200,19.0655,28.4216
201,71.1922,28.5923
202,136.141,20.0524
203,119.308,7.23127
204,51.6782,-0.997551
205,-7.01335,-3.6015
206,-61.747,-2.90017
207,-78.796,1.53588
208,-6.07387,5.473
209,40.4609,2.3758
210,20.7732,-4.2428
211,-14.2067,-6.32012
212,7.92931,-3.38433
213,37.0198,-3.21988
214,25.6387,-9.39537
215,0,-16.8487
216,-17.3865,-23.5463
217,-39.4248,-28.7413
218,-37.0459,-31.4478
219,-25.7251,-27.8433
220,0,-20.3937
221,15.1512,-15.8891
222,9.57383,-8.03934
223,-24.7351,7.95828
224,-48.8949,24.4785
225,-66.9759,33.6858
226,-69.3364,34.5667
227,-66.4896,27.2509
228,-1.00091,21.9333
229,48.7712,17.6596
230,45.0456,11.1348
231,93.6488,3.12461
232,169.55,-4.35535
233,140.467,-16.4612
234,43.178,-31.2469
235,-58.1667,-39.0171
236,-142.494,-23.2821
237,-119.666,6.66342
238,-43.7379,18.63
239,-16.4766,9.06162
240,-35.0565,2.64695
241,18.8492,5.84992
242,48.4919,-0.062114
243,-7.39004,-12.0798
244,-34.5243,-13.1978
245,99.1835,-11.5711
246,156.961,-21.2388
247,0,-29.8963
248,-139.422,-21.9105
249,-80.6233,-0.558217
250,-3.02679,12.9288
251,-40.2711,7.56119
252,-71.6848,-3.3922
253,-18.5701,-5.45317
254,-18.2572,1.9765
255,2.50614,15.9877
256,70.3863,25.7254
257,79.8577,21.9974
258,74.101,10.4138
259,54.2468,-3.5818
260,-56.7028,-11.6357
261,-149.805,-2.57624
262,-92.2945,17.7578
263,55.7266,23.9833
264,121.855,11.3819
265,99.8828,-0.904884
266,33.1065,-5.13674
267,-35.9779,-9.2817
268,-65.8555,-15.6463
269,-26.2919,-22.9818
270,33.8915,-30.1133
271,53.5356,-37.7847
272,-30.0402,-45.3716
273,-70.2864,-42.4169
274,-1.01332,-36.9117
275,57.5642,-40.0462
276,-8.34303,-47.1626
277,-99.6244,-36.571
278,-139.21,-19.8077
279,-97.6065,-17.6014
280,-42.8227,-31.1371
281,-22.3339,-35.3004
282,-0.493304,-16.4711
283,-15.2345,1.11468
284,-32.3578,13.6133
285,-13.6,23.3274
286,97.5729,26.5461
287,68.0083,12.9032
288,-117.146,-2.87778
289,-232.964,-2.47408
290,-84.4561,8.10062
291,165.96,11.919
292,175.364,5.81023
293,109.752,6.27063
294,64.7834,5.13272
295,18.5866,-5.29561
296,-38.8565,-14.8924
297,-89.8012,-12.0705
298,-113.109,0.930432
299,-127.217,17.0181
300,-46.272,34.5241
301,104.872,44.5616
302,179.968,41.0528
303,98.3729,27.3841
304,-39.4999,14.9919
305,-77.3809,12.7194
306,-10.6377,17.8704
307,40.2079,17.9791
308,47.7673,9.30303
309,47.8438,-3.15795
310,54.1031,-15.1062
311,69.7838,-21.3972
312,43.2807,-28.5241
313,-25.5493,-18.7722
314,-62.2243,-18.2675
315,-25.871,-14.8373
316,-9.55137,-10.3127
317,-46.5524,-3.59095
318,-76.8425,2.75999
319,-71.6391,6.7527
320,-8.80606,7.1282
321,-1.48536,2.99915
322,140.799,7.10743
323,-20.5016,0.88206
324,-27.9225,4.79987
325,19.3751,3.84446
326,57.6659,-2.91236
327,16.957,-10.7532
328,-36.9154,-11.3109
329,-67.8841,-7.81854
330,-50.0965,-10.1633
331,39.5974,-17.2804
332,78.5453,-29.4355
333,18.6765,-39.7947
334,-37.4766,-46.8223
335,-48.1931,-53.6893
336,-20.7424,-51.8084
337,11.3795,-38.6853
338,-1.99135,-33.3985
339,-91.3315,-29.455
340,-121.268,-14.3702
341,-81.9534,6.64537
342,-25.0463,27.3876
343,-51.5997,41.3776
344,-106.147,44.6177
345,-29.3842,48.5709
346,110.489,54.5181
347,64.2472,50.8767
348,37.4444,40.7026
349,59.5157,23.2865
350,88.888,13.1333
351,125.469,11.5475
352,114.854,2.9143
353,-19.1995,-10.4882
354,-66.6149,-9.66287
355,30.0881,-0.972098
356,74.0751,-5.91475
357,-37.4937,-16.391
358,-136.717,-4.75251
359,-42.0161,21.1938
360,73.0295,19.7596
361,39.1375,-7.33151
362,-19.1714,-27.0033
363,-10.9458,-37.3191
