Count,OriginalData,ExponentialMovingAverage
726,39.724800,-7.743946
727,96.235100,12.010509
728,18.538200,20.918827
729,-97.019798,8.429896
730,-123.546997,-10.931586
731,-64.720200,-22.405043
732,55.241901,-4.516563
733,52.399899,13.200079
734,-19.918501,3.660186
735,-33.482498,-9.117725
736,63.273499,-6.505590
737,138.914001,11.200894
738,102.117996,22.711367
739,-9.414050,20.888187
740,-64.098602,11.842568
741,-57.154701,-3.675352
742,8.573500,-5.859667
743,30.908400,8.402396
744,-30.347500,5.500348
745,-57.874401,-20.435778
746,30.432501,-25.391521
747,120.624001,3.763041
748,70.214798,19.083626
749,-62.190102,6.535971
750,-72.971497,-1.466454
751,-9.911300,3.348674
752,-8.465050,0.575505
753,-57.466301,2.199599
754,0.000000,4.881316
755,39.787998,8.862037
756,-20.322399,4.944254
757,-67.201302,-2.342947
758,-2.474440,-5.203860
759,69.082397,-1.243445
760,58.876999,2.789833
761,25.402201,-2.144980
762,18.353201,2.746828
763,-63.642399,11.171163
764,-140.985992,10.365189
765,-71.926697,4.605811
766,115.033997,10.783686
767,181.261002,18.987263
768,97.364304,12.528261
769,5.993490,-2.564871
770,-42.013901,-10.466964
771,-89.784798,-1.604951
772,-153.901993,-3.206527
773,-105.726997,-17.130407
774,22.500299,-19.466095
775,10.169000,0.023174
776,-54.601898,5.526813
777,-20.548201,-6.008067
778,110.143997,-17.087986
779,78.159203,-16.941910
780,45.426201,-6.536887
781,57.022701,12.186423
782,8.355320,11.651664
783,-4.538500,1.232132
784,102.476997,3.367323
785,83.788696,19.612110
786,27.324699,30.148672
787,45.833801,25.785297
788,58.070000,11.961168
789,48.805401,6.007265
790,51.876202,8.745550
791,57.384399,19.545929
792,52.860901,23.874290
793,-3.564450,14.510389
794,-27.153900,9.152127
795,-58.742001,18.437464
796,-34.113602,28.579477
797,-70.191803,17.885771
798,-77.612900,-3.773551
799,-25.202499,-6.072620
800,58.840801,5.004999
801,121.768997,9.779657
802,80.324600,5.916294
803,7.646790,13.759304
804,-57.271900,16.357050
805,-70.515404,4.817395
806,-60.323601,-4.079828
807,-63.402100,2.351301
808,-21.768700,11.086995
809,31.357000,10.501122
810,-9.049880,5.205298
811,-66.665398,1.433118
812,-8.326540,-10.043553
813,90.534500,-16.563839
814,-1.524100,-6.630379
815,-125.871002,13.989146
816,-82.154900,19.179253
817,28.074600,8.176934
818,7.758250,-4.201881
819,-9.270470,-10.896009
820,51.027802,-14.930988
821,73.705498,-20.130053
822,48.500702,-10.920612
823,0.000000,6.856694
824,-40.361599,3.336583
825,-19.372299,-6.317411
826,49.398800,0.474975
827,87.713097,21.578625
828,74.717400,19.334984
829,-2.034000,14.068235
830,-91.837799,11.484056
831,-121.621002,-0.320409
832,-48.984798,-3.973340
833,4.900250,10.853752
834,-22.875601,7.002522
835,-38.064098,-2.404329
836,11.711000,0.653479
837,25.778900,3.294338
838,6.486700,2.166036
839,-24.044901,1.553632
840,1.518660,2.297516
841,76.771103,4.606025
842,105.805000,0.940306
843,33.095001,-0.990359
844,-46.224998,-7.038111
845,-63.183998,-5.907707
846,1.522120,-10.497693
847,-16.881100,-11.752090
848,-99.266701,-8.092951
849,-99.141701,-0.292499
850,37.480301,9.702922
851,131.018997,8.853018
852,49.583801,0.617056
853,-133.934998,-13.442943
854,-215.764999,-23.168974
855,-62.980000,-23.351252
856,141.354996,-17.308704
857,144.537994,-5.328803
858,59.074600,4.384684
859,-43.313499,-2.952852
860,-60.718300,-13.013498
861,-27.138300,-5.674210
862,25.122900,8.909340
863,62.244999,-1.454520
864,51.154499,-16.215454
865,41.253700,-8.047015
866,71.612396,9.990849
867,47.037201,8.694861
868,-37.980801,4.560471
869,-72.304604,9.704462
870,6.657240,12.653236
871,49.371899,10.682997
872,-10.515900,3.289561
873,-23.583599,-3.225180
874,-7.099490,-0.537277
875,-17.318899,8.109293
876,-40.449001,11.388940
877,30.689800,10.387530
878,142.181000,5.171498
879,103.863998,-3.108594
880,22.098700,-6.149710
881,0.510959,3.939110
882,-16.455601,10.429922
883,-42.863300,4.581942
884,-67.080200,-0.283331
885,-77.364799,3.428398
886,-73.025597,2.333576
887,-32.358299,-1.637106
888,32.831600,-4.416294
889,57.998100,1.490057
890,39.151199,13.148562
891,16.671301,17.214973
892,6.248470,6.947307
893,-21.421400,-4.897124
894,-65.917397,-9.584615
895,-49.354500,-2.389532
896,9.853070,-4.399370
897,-10.340700,-15.779067
898,-67.372902,-17.785444
899,-87.859901,-2.048615
900,-19.350599,9.928582
901,74.176003,1.429973
902,42.145199,-21.803295
903,-8.642040,-32.358704
904,52.533298,-8.357915
905,135.899002,24.945578
906,101.261002,28.369001
907,-1.017170,15.653470
908,-67.620598,-1.465207
909,-80.278397,-6.910773
910,-56.527401,-4.313179
911,-1.013930,2.887102
912,134.481003,13.070236
913,44.193501,12.790223
914,-47.293400,9.094430
915,-117.620003,8.232742
916,-51.882099,2.550295
917,17.223600,-8.377147
918,6.814580,-12.425377
919,-21.928801,-2.114586
920,8.431680,4.078252
921,49.589600,-2.239759
922,72.018600,-1.095715
923,69.498100,3.902955
924,46.047699,4.173012
925,-30.406000,-0.312513
926,-67.419601,6.680861
927,-41.417099,19.879333
928,-6.937790,13.643427
929,-23.975599,1.105389
930,-49.123699,-3.785183
931,-6.303950,-6.179521
932,47.829201,-7.634471
933,64.937500,-8.065036
934,-8.889600,-9.488872
935,-86.205002,-11.910254
936,-43.334000,-7.640308
937,115.398003,6.004863
938,115.651001,13.709717
939,-36.842300,9.177316
940,-126.686996,0.807793
941,-41.264702,-2.252310
942,8.811750,-5.562136
943,-14.680500,-11.939991
944,-24.320999,-10.184574
945,-6.997390,-2.048850
946,34.793701,-3.336245
947,76.640404,-7.916319
948,64.357002,-7.853940
949,24.267401,2.674970
950,-19.017099,14.478374
951,-30.827400,8.367937
952,-34.360699,-0.179170
953,-49.236401,6.173994
954,-7.235380,16.927444
955,35.833500,12.982369
956,35.659698,0.033520
957,-10.584700,-9.394271
958,-3.957620,-10.893663
959,-6.064650,-7.490794
960,-7.093660,0.035706
961,-5.606200,18.146809
962,-1.014630,5.179555
963,-36.724300,-8.841840
964,-78.280701,-21.080063
965,-50.539101,-13.341033
966,-9.528400,-3.841573
967,-17.667801,-5.792111
968,-23.576000,-10.378474
969,26.640600,-4.818997
970,97.176102,4.749441
971,66.696899,10.213383
972,-43.084301,7.782253
973,-133.078003,-0.914498
974,-112.664001,-15.640954
975,-43.439999,-21.739027
976,0.497231,-17.348896
977,69.302002,-9.285799
978,71.856598,-8.408947
979,-9.771870,-11.864912
980,-96.598099,-9.394304
981,-72.000999,-4.525298
982,20.066601,-1.246168
983,-31.902700,-12.437133
984,-189.684998,-29.848740
985,-239.626007,-32.274887
986,-60.761101,-11.915689
987,144.475006,-5.748485
988,162.382004,-19.787352
989,81.260101,-27.980625
990,-1.465750,-15.383257
991,53.134102,-5.920997
992,198.893005,-1.067557
993,187.395996,5.018817
994,14.231300,7.723961
995,-101.677002,9.088028
996,-72.573196,11.547452
997,27.316999,10.503933
998,42.906399,6.350527
999,34.463902,1.596656
1000,-17.434601,-0.747596
1001,-135.945999,-6.527546
1002,-201.182999,-16.173763
1003,-92.701698,-13.492154
1004,102.018997,-3.135118
1005,110.873001,1.312271
1006,31.165701,-3.773834
1007,-19.201799,-3.482216
1008,0.496942,-3.611250
1009,47.686501,-1.738798
1010,47.237202,0.383082
1011,1.003250,1.028638
1012,-29.214300,-4.988849
1013,-1.001500,-10.455030
1014,28.762899,-5.163654
1015,1.003340,0.626903
1016,-77.433601,-3.535549
1017,-80.269897,-7.344112
1018,9.279440,0.102057
1019,119.355003,14.322038
1020,145.570007,15.345206
1021,134.600998,5.168599
1022,31.087400,-5.991048
1023,-106.416000,-7.167286
1024,-149.485992,-3.382462
1025,-93.694901,-0.979457
1026,-93.611397,4.697149
1027,-105.102997,0.736894
1028,-69.143303,-13.047771
1029,80.667603,-21.120176
1030,214.837997,-8.538948
1031,214.779007,12.675290
1032,73.816597,8.041586
1033,-32.641899,-14.901656
1034,-101.572998,-25.057512
1035,-183.445007,-7.068515
1036,-175.542007,14.092956
1037,-10.036600,15.569508
1038,64.044197,6.494750
1039,52.263401,-2.903144
1040,59.291698,6.923186
1041,-0.997859,26.333622
1042,57.079601,25.983803
1043,1.000350,1.575021
1044,45.488098,-12.385201
1045,81.179703,-4.778264
1046,17.410299,9.606936
1047,-70.671997,8.567978
1048,-54.485100,4.953043
1049,35.766499,-0.860411
1050,63.698399,-14.363187
1051,-8.317470,-22.952621
1052,-0.504360,-7.394859
1053,35.004002,20.613398
1054,-61.654301,18.585144
1055,-131.350998,1.920966
1056,-57.919201,-7.240389
1057,28.554899,-3.171428
1058,-0.497105,3.318158
1059,-30.497101,1.931280
1060,50.226398,-2.430211
1061,87.636597,-2.986591
1062,17.949600,1.651606
1063,-46.939301,3.773180
1064,-107.232002,-4.335811
1065,-102.750000,-18.807646
1066,-25.315800,-19.446619
1067,23.866400,-5.632113
1068,21.020399,10.306218
1069,40.646400,15.042893
1070,72.473396,15.810976
1071,75.959702,4.164444
1072,39.024101,-13.072608
1073,-29.264000,-19.534906
1074,-18.969101,-11.964224
1075,48.118198,-9.596751
1076,17.891500,-10.073586
1077,-103.544998,-8.873812
1078,-142.951004,6.137552
1079,-54.973099,21.894203
