Count,OriginalData,MovingAverage
1,73.2474,2.66779
2,103.408,3.71848
3,-34.3668,2.13551
4,-154.726,1.18992
5,-119.121,2.36558
6,-1.46091,6.04932
7,101.595,9.69002
8,134.422,9.07381
9,65.1125,3.38014
10,-18.9733,-1.67222
11,-118.337,-2.68201
12,-95.9072,2.30371
13,0,6.48946
14,-33.8607,7.11168
15,-115.787,7.92208
16,-39.9295,10.7822
17,156.647,10.4775
18,148.315,5.2227
19,21.6553,4.2101
20,7.98219,7.36863
21,68.661,6.23956
22,0.502058,-1.27951
23,48.4086,-6.06791
24,62.0285,-8.81711
25,43.985,-8.71975
26,-79.5203,-6.18595
27,-173.568,0.843196
28,-72.7635,8.88467
29,30.6335,12.5309
30,71.7519,11.7397
31,104.768,7.62673
32,55.919,-0.272174
33,-62.7347,-6.07054
34,-119.456,-6.38664
35,-8.60874,-6.4192
36,107.76,-10.5919
37,83.1086,-11.7096
38,-36.3881,-6.09645
39,-86.4582,0.58339
40,-49.2671,1.58058
41,31.2348,-3.11092
42,29.6652,-8.27271
43,18.6665,-7.73547
44,-9.54854,-4.38532
45,-29.9828,-1.66445
46,-49.0711,-0.715092
47,-0.996983,-0.375348
48,117.937,-1.73244
49,116.411,-6.01173
50,-25.8898,-9.17995
51,-156.911,-7.66467
52,-143.15,-3.08659
53,-34.0674,2.33808
54,64.9493,6.76821
55,119.999,5.53641
56,131.354,-2.04892
57,67.6762,-9.85666
58,36.6222,-11.4624
59,6.90005,-8.82249
60,-51.6386,-6.53107
61,-132.199,-5.45779
62,-118.032,-3.92228
63,-72.2176,-2.11138
64,-120.433,-0.00612141
65,-133.789,5.65901
66,74.2285,13.4299
67,251.503,11.6241
68,164.007,-1.40507
69,-56.5424,-14.6332
70,-190.012,-18.1078
71,-123.619,-11.6816
72,45.7823,-0.703487
73,119.171,6.6946
74,72.0776,6.18681
75,-1.50203,-1.70981
76,-38.8788,-9.36481
77,-41.7098,-8.0849
78,-10.4415,-2.13657
79,21.3644,0.977583
80,19.5684,0.63978
81,-19.5684,-0.0290416
82,19.5898,-0.0288619
