Count,OriginalData,MovingAverage
666,140.613,-4.91883
667,72.0145,-7.0857
668,25.0266,-8.05005
669,-51.0364,-8.66342
670,-180.206,-7.90289
671,-134.759,-3.71962
672,31.1267,-0.362916
673,51.0972,-2.22904
674,-17.7365,-3.83906
675,-33.527,-1.69057
676,-87.1388,1.8063
677,-69.4996,6.17557
678,46.3684,10.4452
679,110.318,12.0987
680,52.1958,10.392
681,-52.6527,7.3969
682,-121.863,5.84874
683,-12.1543,8.24307
684,102.293,8.70232
685,41.3826,4.47045
686,-42.2937,1.04261
687,-43.9695,3.09307
688,44.7506,6.59818
689,103.473,5.94287
690,99.3092,0.930553
691,57.0857,-4.64085
692,-37.6092,-7.686
693,-57.3038,-5.36472
694,37.4505,-2.62213
695,27.2328,-4.05635
696,-146.093,-5.57424
697,-197.465,-0.340075
698,-24.3045,8.0694
699,69.6697,11.23
700,0.486366,9.25287
701,-35.615,7.63824
702,2.42143,7.09975
703,-14.651,7.25355
704,14.1758,8.39254
705,34.634,7.27945
706,53.9381,4.96675
707,33.4406,4.37911
708,0.491673,6.55869
709,-20.6153,8.30177
710,-12.8752,7.2624
711,-0.490703,5.75999
712,-43.5181,5.52448
713,-13.3039,6.4008
714,68.2031,5.29674
715,106.348,3.59167
716,87.6321,1.92767
717,101.286,-0.771196
718,112.507,-4.98338
719,42.0512,-7.85791
720,-67.6085,-7.18213
721,-114.579,-4.02
722,-26.0898,-0.520468
723,6.21533,0.590607
724,-66.9815,-1.15584
725,-95.7313,-3.00595
726,39.7248,-2.41083
727,96.2351,-0.528103
728,18.5382,1.59754
729,-97.0198,3.5682
730,-123.547,6.14353
731,-64.7202,8.18186
732,55.2419,7.55524
733,52.3999,2.32664
734,-19.9185,-1.62653
735,-33.4825,-0.566058
736,63.2735,0.525231
737,138.914,-2.42166
738,102.118,-6.40821
739,-9.41405,-6.20756
740,-64.0986,-4.01823
741,-57.1547,-1.28011
742,8.5735,1.57433
743,30.9084,1.56887
744,-30.3475,0.682699
745,-57.8744,4.00331
746,30.4325,7.54489
747,120.624,7.46719
748,70.2148,5.59744
749,-62.1901,5.29382
750,-72.9715,8.06871
751,-9.9113,11.1899
752,-8.46505,12.8723
753,-57.4663,14.4054
754,0,15.753
755,39.788,15.0741
756,-20.3224,12.6109
757,-67.2013,12.2661
758,-2.47444,12.1913
759,69.0824,10.3129
760,58.877,7.95576
761,25.4022,7.95486
762,18.3532,10.364
763,-63.6424,11.9133
764,-140.986,13.6955
765,-71.9267,15.7884
766,115.034,15.8237
767,181.261,11.4397
768,97.3643,5.32316
769,5.99349,2.34483
770,-42.0139,2.97892
771,-89.7848,3.80302
772,-153.902,4.38101
773,-105.727,8.0204
774,22.5003,12.9269
775,10.169,12.3263
776,-54.6019,8.92532
777,-20.5482,8.2365
778,110.144,9.45207
779,78.1592,6.89242
780,45.4262,4.70668
781,57.0227,4.84672
782,8.35532,5.26379
783,-4.5385,6.26742
784,102.477,6.38088
785,83.7887,2.80992
786,27.3247,0.230897
787,45.8338,0.78275
788,58.07,1.82973
789,48.8054,2.24592
790,51.8762,0.974932
791,57.3844,-2.61792
792,52.8609,-7.09305
793,-3.56445,-9.6392
794,-27.1539,-9.42758
795,-58.742,-9.32062
796,-34.1136,-8.80367
797,-70.1918,-7.65806
798,-77.6129,-5.25879
799,-25.2025,-3.1563
800,58.8408,-3.12736
801,121.769,-4.56041
802,80.3246,-5.68536
803,7.64679,-5.04835
804,-57.2719,-4.41215
805,-70.5154,-4.13597
806,-60.3236,-3.95269
807,-63.4021,-2.40655
808,-21.7687,-1.24352
809,31.357,-3.18097
810,-9.04988,-6.44344
811,-66.6654,-5.28018
812,-8.32654,-0.338073
813,90.5345,1.10969
814,-1.5241,-4.50205
815,-125.871,-9.85808
816,-82.1549,-8.2858
817,28.0746,-2.69805
818,7.75825,0.213533
819,-9.27047,1.49644
820,51.0278,0.645366
821,73.7055,-2.14829
822,48.5007,-4.66938
823,0,-5.25383
824,-40.3616,-3.6977
825,-19.3723,-1.4098
826,49.3988,0.10585
827,87.7131,0.661191
828,74.7174,-0.355708
829,-2.034,-3.17316
830,-91.8378,-4.92993
831,-121.621,-2.46755
832,-48.9848,1.80727
833,4.90025,2.76899
834,-22.8756,2.0569
835,-38.0641,2.4513
836,11.711,2.96993
837,25.7789,1.66593
838,6.4867,1.7887
839,-24.0449,5.18106
840,1.51866,8.37878
841,76.7711,8.89328
842,105.805,6.98678
843,33.095,3.93027
844,-46.225,2.03131
845,-63.184,1.50993
846,1.52212,1.15541
847,-16.8811,-0.708285
848,-99.2667,-1.09522
849,-99.1417,2.20724
850,37.4803,6.13574
851,131.019,6.17751
852,49.5838,3.31882
853,-133.935,2.23543
854,-215.765,5.04827
855,-62.98,8.79446
856,141.355,9.1351
857,144.538,5.84755
858,59.0746,1.97559
859,-43.3135,-1.1856
860,-60.7183,-2.29926
861,-27.1383,-1.26507
862,25.1229,1.26779
863,62.245,1.69335
864,51.1545,-0.0788301
865,41.2537,-0.0443608
866,71.6124,2.32177
867,47.0372,3.06299
868,-37.9808,1.86163
869,-72.3046,1.12063
870,6.65724,0.921289
871,49.3719,-0.658328
872,-10.5159,-1.91797
873,-23.5836,1.70695
874,-7.09949,3.40138
875,-17.3189,2.39653
876,-40.449,-0.110998
877,30.6898,-0.396826
878,142.181,-0.73348
879,103.864,-4.11764
880,22.0987,-7.26246
881,0.510959,-7.60414
882,-16.4556,-6.37717
883,-42.8633,-4.16531
884,-67.0802,-1.35628
885,-77.3648,1.47192
886,-73.0256,2.64589
887,-32.3583,2.78604
888,32.8316,2.55957
889,57.9981,1.56533
890,39.1512,-0.48401
891,16.6713,-2.69088
892,6.24847,-3.26526
893,-21.4214,-2.22575
894,-65.9174,-0.0667725
895,-49.3545,1.35892
896,9.85307,0.437659
897,-10.3407,-0.892018
898,-67.3729,2.25145
899,-87.8599,6.82705
900,-19.3506,8.10249
901,74.176,5.41908
902,42.1452,2.53306
903,-8.64204,1.69972
904,52.5333,1.54876
905,135.899,-0.372596
906,101.261,-3.945
907,-1.01717,-5.60669
908,-67.6206,-3.66525
909,-80.2784,-0.365808
910,-56.5274,2.24784
911,-1.01393,3.18559
912,134.481,2.44026
913,44.1935,-1.78079
914,-47.2934,-4.11653
915,-117.62,-3.11508
916,-51.8821,0.721255
917,17.2236,2.9098
918,6.81458,2.21459
919,-21.9288,1.94529
920,8.43168,2.34189
921,49.5896,1.95376
922,72.0186,0.573862
923,69.4981,-1.25197
924,46.0477,-3.90753
925,-30.406,-7.01574
926,-67.4196,-7.51907
927,-41.4171,-6.07179
928,-6.93779,-5.47805
929,-23.9756,-5.89401
930,-49.1237,-4.6286
931,-6.30395,-0.971108
932,47.8292,0.853913
933,64.9375,-1.41892
934,-8.8896,-6.36931
935,-86.205,-8.96367
936,-43.334,-7.89455
937,115.398,-6.79877
938,115.651,-7.95117
939,-36.8423,-9.04603
940,-126.687,-8.36927
941,-41.2647,-7.61704
942,8.81175,-8.38545
943,-14.6805,-8.10408
944,-24.321,-8.53464
945,-6.99739,-12.6687
946,34.7937,-18.4845
947,76.6404,-20.8733
948,64.357,-19.1775
949,24.2674,-16.7268
950,-19.0171,-15.302
951,-30.8274,-14.8632
952,-34.3607,-12.7642
953,-49.2364,-6.93285
954,-7.23538,-1.01704
955,35.8335,-0.480372
956,35.6597,-3.91814
957,-10.5847,-6.62396
958,-3.95762,-5.67642
959,-6.06465,-4.50482
960,-7.09366,-3.4916
961,-5.6062,-3.75013
962,-1.01463,-7.00862
963,-36.7243,-12.0128
964,-78.2807,-13.4123
965,-50.5391,-8.90477
966,-9.5284,-4.86947
967,-17.6678,-3.85212
968,-23.576,-3.89047
969,26.6406,-3.28864
970,97.1761,-2.76249
971,66.6969,-4.01097
972,-43.0843,-5.65331
973,-133.078,-5.30656
974,-112.664,-2.00464
975,-43.44,1.53103
976,0.497231,2.64211
977,69.302,0.693841
978,71.8566,-3.04546
979,-9.77187,-4.60989
980,-96.5981,-1.38172
981,-72.001,4.67249
982,20.0666,9.83754
983,-31.9027,10.1131
984,-189.685,8.25023
985,-239.626,9.2552
986,-60.7611,12.9035
987,144.475,12.0822
988,162.382,5.84278
989,81.2601,0.0546396
990,-1.46575,0.0398251
991,53.1341,5.44742
992,198.893,9.48854
993,187.396,6.36163
994,14.2313,0.860686
995,-101.677,-2.03442
996,-72.5732,-4.07862
997,27.317,-6.65284
998,42.9064,-7.58668
999,34.4639,-7.05824
1000,-17.4346,-6.61325
1001,-135.946,-4.69509
1002,-201.183,-1.32139
1003,-92.7017,5.13518
1004,102.019,7.47773
1005,110.873,6.06445
1006,31.1657,5.32212
1007,-19.2018,4.97824
1008,0.496942,3.69148
1009,47.6865,2.31693
1010,47.2372,2.01893
1011,1.00325,2.43046
1012,-29.2143,2.19744
1013,-1.0015,2.91519
1014,28.7629,3.81533
1015,1.00334,1.5549
1016,-77.4336,-1.75396
1017,-80.2699,-1.2661
1018,9.27944,1.45452
1019,119.355,1.21011
1020,145.57,-2.5362
1021,134.601,-4.91979
1022,31.0874,-6.0939
1023,-106.416,-6.42234
1024,-149.486,-4.93542
1025,-93.6949,-3.87907
1026,-93.6114,-4.10545
1027,-105.103,-2.39806
1028,-69.1433,0.826173
1029,80.6676,3.08027
1030,214.838,2.07974
1031,214.779,-1.47938
1032,73.8166,-4.94986
1033,-32.6419,-5.81968
1034,-101.573,-5.73523
1035,-183.445,-3.67013
1036,-175.542,2.11895
1037,-10.0366,6.95479
1038,64.0442,4.61708
1039,52.2634,-0.557802
1040,59.2917,-3.23871
1041,-0.997859,-2.55325
1042,57.0796,-0.991695
1043,1.00035,-2.65812
1044,45.4881,-3.24045
1045,81.1797,-5.10544
1046,17.4103,-8.9962
1047,-70.672,-11.6869
1048,-54.4851,-9.94421
1049,35.7665,-5.26908
1050,63.6984,-2.5624
1051,-8.31747,-4.65662
1052,-0.50436,-7.78028
1053,35.004,-8.8986
1054,-61.6543,-7.64272
1055,-131.351,-3.7699
1056,-57.9192,0.976105
1057,28.5549,1.70562
1058,-0.497105,-0.723915
1059,-30.4971,-1.01273
1060,50.2264,0.79335
1061,87.6366,-0.227839
1062,17.9496,-3.65668
1063,-46.9393,-7.02677
1064,-107.232,-9.35186
1065,-102.75,-5.45657
1066,-25.3158,-2.87574
1067,23.8664,6.75626
1068,21.0204,7.53336
1069,40.6464,6.57243
1070,72.4734,4.1665
1071,75.9597,1.46193
1072,39.0241,-0.23641
1073,-29.264,-1.46139
1074,-18.9691,-0.717228
1075,48.1182,1.93429
1076,17.8915,3.70979
1077,-103.545,2.87591
1078,-142.951,1.86949
1079,-54.9731,3.31682
1080,86.7102,6.57571
1081,61.4644,7.3456
1082,-9.57749,7.2946
1083,-22.2929,6.91029
1084,-29.1114,5.7777
1085,-74.4508,4.39231
1086,-90.2158,3.6297
1087,-0.966185,2.4788
1088,132.52,0.54495
1089,144.034,-0.827373
1090,-20.0705,-0.516848
1091,-133.264,2.38779
