count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,4.88817,2.27281,2.83E+10,-17304.9,17176,16460
320,737,-1.76642,-2.47E+23,0.0169427,-1.02E+23,0.583054,0.6,401,-0.262132,834550,-0.078998,-64348.2,0.588852,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
321,741,-1.76642,-2.50E+23,-0.0191012,1.79E+21,0.58313,0.6,412,-0.259154,835432,-0.0591562,-60624.7,0.588776,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
322,742,-1.76642,-2.49E+23,-0.0288263,3.76E+22,0.582977,0.6,415,-0.259154,836248,0.00499062,-18716.2,0.588852,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
323,737,-1.76939,-2.49E+23,-0.0450424,3.94E+22,0.583206,0.6,411,-0.259154,831324,0.050121,-12538.4,0.588928,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
324,737,-1.76939,-2.49E+23,-0.0795423,3.13E+22,0.583282,0.6,407,-0.262132,829064,0.0353114,-82295.8,0.589005,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
325,743,-1.76344,-2.51E+23,-0.0522739,-2.16E+21,0.583206,0.6,409,-0.262132,827432,-0.0201617,-163091,0.589081,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
326,751,-1.76642,-2.56E+23,0.0331436,-7.69E+22,0.583359,0.6,413,-0.259154,818576,-0.0375378,-248936,0.589539,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
327,751,-1.76939,-2.56E+23,0.0395109,-1.64E+23,0.583359,0.6,416,-0.259154,827699,0.00541599,-285903,0.589233,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
328,739,-1.76939,-2.51E+23,-0.0284799,-1.54E+23,0.583359,0.6,419,-0.259154,833056,0.041685,-125142,0.589157,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
329,728,-1.76642,-2.46E+23,-0.0488403,-8.54E+21,0.583359,0.6,422,-0.256175,830944,0.0654107,93916.2,0.589386,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
330,725,-1.76344,-2.46E+23,0.0159449,1.54E+23,0.583435,0.6,420,-0.259154,828278,0.0775495,148691,0.589386,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
331,729,-1.76642,-2.50E+23,0.0784119,1.93E+23,0.583664,0.6,417,-0.256175,824913,0.0616128,58596.3,0.589386,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
332,733,-1.76344,-2.49E+23,0.0830039,1.13E+23,0.583435,0.6,416,-0.259154,825837,0.0384467,-51296.3,0.58931,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
333,734,-1.76642,-2.51E+23,0.0624099,1.68E+22,0.583588,0.6,416,-0.256175,823999,0.0186033,-105365,0.589386,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
334,732,-1.76642,-2.52E+23,0.0170439,-5.31E+22,0.58374,0.6,416,-0.256175,818608,0.0254175,-153918,0.589615,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
335,734,-1.76939,-2.53E+23,-0.0462511,-9.80E+22,0.583817,0.6,415,-0.262132,821424,0.00138421,-198233,0.589462,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
336,742,-1.76642,-2.56E+23,-0.0798621,-1.33E+23,0.58374,0.6,416,-0.259154,820385,-0.0688442,-168410,0.589539,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
337,747,-1.76642,-2.57E+23,-0.0521548,-1.69E+23,0.583664,0.6,418,-0.259154,820298,-0.0792112,-106305,0.589615,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
338,743,-1.76642,-2.56E+23,-0.00663526,-1.68E+23,0.58374,0.6,420,-0.256175,824328,-0.0221151,-33082.2,0.589539,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
339,734,-1.76642,-2.55E+23,0.0139456,-1.08E+23,0.583969,0.6,420,-0.259154,820477,0.0274107,33730.7,0.589691,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
340,733,-1.76939,-2.53E+23,-0.0013208,-1.59E+22,0.583893,0.6,419,-0.259154,819424,0.0204569,20478.3,0.589691,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
341,750,-1.76939,-2.61E+23,-0.0472656,-1.06E+21,0.583969,0.6,417,-0.259154,812326,-0.00793085,-78164.3,0.58992,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
342,770,-1.76642,-2.69E+23,-0.0535361,-1.48E+23,0.583893,0.6,416,-0.262132,815107,-0.0374512,-181536,0.589767,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
343,771,-1.76642,-2.71E+23,-0.00179571,-3.37E+23,0.583969,0.6,415,-0.262132,814493,-0.0794158,-189756,0.589767,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
344,748,-1.76642,-2.61E+23,0.0399891,-3.31E+23,0.584045,0.6,413,-0.256175,811933,-0.0552934,-148754,0.589844,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
345,731,-1.76642,-2.57E+23,0.046448,-9.34E+22,0.584351,0.6,409,-0.259154,809723,0.0295054,-144992,0.58992,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
346,737,-1.76939,-2.57E+23,0.0165759,1.49E+23,0.584122,0.6,409,-0.259154,803339,0.0565139,-194037,0.590225,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
347,755,-1.76642,-2.66E+23,-0.0202423,1.76E+23,0.584198,0.6,413,-0.259154,811933,0.0324173,-204825,0.589844,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
348,769,-1.76642,-2.73E+23,-0.00999031,-2.53E+22,0.584274,0.6,417,-0.256175,807191,0.0337047,-113308,0.590149,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
349,775,-1.76939,-2.75E+23,-0.00296822,-2.69E+23,0.584274,0.6,420,-0.259154,811242,0.0452024,-23822.7,0.590073,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
350,776,-1.76939,-2.77E+23,-0.0390741,-3.87E+23,0.584351,0.6,424,-0.262132,809869,-0.00216111,32605.6,0.590302,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
351,763,-1.76642,-2.71E+23,-0.0434159,-3.27E+23,0.584351,0.6,425,-0.256175,816810,-0.041366,102077,0.590073,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
352,743,-1.76939,-2.63E+23,-0.0136856,-9.14E+22,0.584427,0.6,423,-0.262132,812481,-0.0268614,157683,0.590149,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
353,731,-1.76939,-2.58E+23,-0.0178721,2.07E+23,0.584503,0.6,423,-0.259154,810617,-0.0340179,113815,0.590225,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
354,737,-1.77237,-2.62E+23,-0.0548325,3.67E+23,0.584579,0.6,425,-0.259154,809147,-0.028043,1079.18,0.590378,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
355,743,-1.76642,-2.64E+23,-0.0553672,3.01E+23,0.584579,0.6,428,-0.256175,812894,0.0218835,-52831.9,0.590378,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
356,738,-1.76642,-2.63E+23,0.0192601,1.44E+23,0.584656,0.6,429,-0.256175,804592,0.0765517,-75842,0.590759,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
357,739,-1.76344,-2.63E+23,0.104928,3.92E+22,0.584656,0.6,425,-0.256175,805440,0.098445,-144819,0.59053,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
358,757,-1.76642,-2.73E+23,0.132181,-7.48E+22,0.584808,0.6,418,-0.259154,796142,0.0609304,-240569,0.590683,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
359,774,-1.76046,-2.79E+23,0.127892,-2.73E+23,0.584656,0.6,418,-0.259154,804448,-0.0109752,-278477,0.590302,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
360,769,-1.76344,-2.78E+23,0.131656,-4.22E+23,0.584808,0.6,420,-0.259154,799077,-0.0576862,-205855,0.590607,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
361,752,-1.76046,-2.71E+23,0.11773,-3.55E+23,0.584885,0.6,424,-0.259154,804365,-0.0614035,-101103,0.59053,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
362,752,-1.75748,-2.71E+23,0.120216,-1.35E+23,0.584885,0.6,424,-0.256175,799026,-0.0264061,-31349.3,0.590759,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
363,748,-1.76046,-2.70E+23,0.128778,4.47E+22,0.584961,0.6,431,-0.256175,805257,0.0350939,11637.8,0.590836,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
364,758,-1.76344,-2.75E+23,0.0576109,9.06E+22,0.584961,0.6,429,-0.259154,802721,0.0509965,56993,0.590836,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
365,764,-1.76642,-2.78E+23,-0.0672177,8.40E+21,0.585037,0.6,428,-0.253196,805234,0.0437971,84943.4,0.590683,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
366,763,-1.76642,-2.77E+23,-0.160545,-9.64E+22,0.584961,0.6,430,-0.256175,805861,0.068946,94470.1,0.590759,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
367,764,-1.76344,-2.78E+23,-0.155733,-1.23E+23,0.584961,0.6,431,-0.259154,799622,0.0406953,56298,0.591064,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
368,771,-1.76642,-2.81E+23,-0.0917139,-1.26E+23,0.585037,0.6,427,-0.259154,796786,-0.0419358,-73244.2,0.590988,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
369,775,-1.76642,-2.84E+23,-0.0605097,-1.66E+23,0.585114,0.6,426,-0.256175,793996,-0.064719,-205638,0.591064,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
370,769,-1.76939,-2.82E+23,-0.0712664,-1.86E+23,0.58519,0.6,430,-0.259154,796579,-0.0366236,-243984,0.591141,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
371,760,-1.76642,-2.78E+23,-0.0764692,-1.09E+23,0.58519,0.6,436,-0.262132,806288,-0.0550691,-112971,0.591064,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
372,758,-1.76939,-2.77E+23,-0.0580077,2.62E+22,0.58519,0.6,439,-0.253196,810601,-0.0477922,148054,0.591064,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
373,763,-1.76939,-2.79E+23,-0.0547352,9.92E+22,0.58519,0.6,440,-0.259154,810080,0.0280526,335331,0.591141,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
374,764,-1.76939,-2.81E+23,-0.0586012,6.99E+22,0.585266,0.6,438,-0.259154,807179,0.031753,324683,0.591141,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
375,756,-1.76642,-2.79E+23,-0.024352,2.10E+22,0.585419,0.6,434,-0.259154,797875,-0.0152851,127777,0.591293,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
376,749,-1.76344,-2.75E+23,0.0564191,3.62E+22,0.585419,0.6,430,-0.259154,787730,-0.0305783,-200646,0.591522,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
377,752,-1.76344,-2.76E+23,0.134563,8.56E+22,0.585342,0.6,427,-0.256175,786402,-0.0086592,-489765,0.591446,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
378,757,-1.76642,-2.80E+23,0.130496,7.06E+22,0.585495,0.6,428,-0.259154,789087,0.0226754,-544844,0.59137,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
379,759,-1.76642,-2.83E+23,0.0535792,-3.26E+22,0.585724,0.6,430,-0.256175,789468,0.0294443,-390843,0.591446,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
380,762,-1.76642,-2.84E+23,-0.0126421,-1.41E+23,0.585648,0.6,434,-0.256175,794196,0.0442759,-166944,0.591446,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
381,773,-1.76939,-2.90E+23,-0.0565487,-2.22E+23,0.5858,0.6,438,-0.262132,795741,0.0184866,46879.3,0.591599,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
382,781,-1.76642,-2.93E+23,-0.079433,-3.09E+23,0.585724,0.6,441,-0.256175,792425,-0.0371827,152739,0.591904,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
383,785,-1.76939,-2.93E+23,-0.0675503,-3.47E+23,0.585571,0.6,444,-0.259154,806116,-0.0303239,213167,0.591522,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
384,790,-1.76939,-2.97E+23,-0.0644997,-3.17E+23,0.585724,0.6,445,-0.259154,799898,-0.0194463,300614,0.591827,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
385,792,-1.77237,-2.98E+23,-0.085826,-2.80E+23,0.585724,0.6,445,-0.259154,803709,-0.0297222,289656,0.591675,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
386,784,-1.76939,-2.96E+23,-0.0915448,-2.09E+23,0.5858,0.6,446,-0.256175,803246,-0.0060657,213261,0.591751,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
387,776,-1.77237,-2.92E+23,-0.0695138,-6.64E+22,0.5858,0.6,448,-0.259154,806167,0.0250031,163263,0.591751,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
388,776,-1.77535,-2.93E+23,-0.0819163,6.87E+22,0.585953,0.6,450,-0.253196,805268,0.0506778,128869,0.591904,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
389,779,-1.77237,-2.94E+23,-0.104861,1.05E+23,0.585876,0.6,450,-0.253196,801480,0.107311,62047.8,0.592056,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
390,773,-1.76642,-2.93E+23,-0.026061,8.06E+22,0.586029,0.6,449,-0.259154,805713,0.101833,-11047.4,0.591827,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
391,766,-1.76642,-2.90E+23,0.113164,8.23E+22,0.586029,0.6,446,-0.256175,797570,0.012563,-62056.4,0.59198,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
392,771,-1.76939,-2.92E+23,0.15993,9.69E+22,0.586029,0.6,441,-0.256175,792425,-0.027339,-182317,0.591904,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
393,782,-1.76642,-2.99E+23,0.116111,2.17E+22,0.586182,0.6,438,-0.253196,786664,0.00361117,-345266,0.59198,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
394,786,-1.76939,-3.01E+23,0.0666563,-1.35E+23,0.586182,0.6,437,-0.256175,785407,0.0353497,-439588,0.59198,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
395,779,-1.76939,-2.97E+23,0.00820124,-2.12E+23,0.586182,0.6,434,-0.256175,775084,0.0188586,-484697,0.592285,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
396,766,-1.76939,-2.90E+23,-0.0381571,-1.09E+23,0.586105,0.6,432,-0.259154,774642,-0.0330316,-522458,0.592209,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
397,759,-1.76939,-2.89E+23,-0.0469983,8.95E+22,0.586258,0.6,431,-0.256175,778592,-0.0654802,-445714,0.59198,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
398,766,-1.77237,-2.93E+23,-0.0579525,1.88E+23,0.586334,0.6,436,-0.256175,775631,-0.0411509,-263513,0.592361,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
399,778,-1.77237,-2.99E+23,-0.0868092,9.61E+22,0.586334,0.6,443,-0.256175,786092,1.32E-05,-60136.6,0.592285,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
400,782,-1.76939,-3.02E+23,-0.0753044,-9.60E+22,0.586487,0.6,448,-0.256175,789394,0.0170023,182824,0.592438,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
401,783,-1.76939,-3.01E+23,-0.0102771,-2.28E+23,0.586334,0.6,446,-0.262132,786607,-0.020235,329777,0.592438,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
402,791,-1.76939,-3.06E+23,0.0393188,-2.60E+23,0.586411,0.6,444,-0.256175,783888,-0.0691691,268101,0.592438,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
403,798,-1.76939,-3.10E+23,0.049183,-2.86E+23,0.586487,0.6,445,-0.256175,785238,-0.0297602,124020,0.592438,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
404,793,-1.76939,-3.08E+23,0.0399843,-2.97E+23,0.586563,0.6,450,-0.256175,792235,0.0348418,77841.3,0.592438,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
405,785,-1.76642,-3.04E+23,0.0453898,-1.98E+23,0.586487,0.6,454,-0.256175,794387,0.0521086,155340,0.59259,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
406,786,-1.76642,-3.07E+23,0.0753571,-5.13E+22,0.586716,0.6,455,-0.256175,795847,0.0451763,231142,0.59259,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
407,792,-1.76642,-3.09E+23,0.087386,-6.57E+19,0.586639,0.6,454,-0.256175,792582,0.0301251,212205,0.592667,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
408,789,-1.76344,-3.09E+23,0.0887904,-2.85E+22,0.586792,0.6,453,-0.253196,785803,0.035801,67540.2,0.592896,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
409,783,-1.76344,-3.08E+23,0.105448,-4.22E+22,0.586945,0.6,456,-0.253196,791915,0.0685194,-82388.6,0.592819,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
410,784,-1.76344,-3.07E+23,0.103889,-2.04E+22,0.586868,0.6,459,-0.256175,794547,0.0635475,-67836.5,0.592896,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
411,784,-1.76344,-3.08E+23,0.0752144,1.19E+21,0.586945,0.6,456,-0.256175,783143,0.00433333,-43735.1,0.593201,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
412,775,-1.76642,-3.03E+23,0.0231354,3.56E+22,0.586868,0.6,449,-0.259154,783676,-0.0612345,-153961,0.592743,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
413,770,-1.76642,-3.02E+23,-0.0445003,1.15E+23,0.586945,0.6,443,-0.253196,767325,-0.0716263,-337308,0.593124,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
414,779,-1.76642,-3.08E+23,-0.0803607,1.32E+23,0.587097,0.6,443,-0.256175,767325,-0.016419,-538244,0.593124,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
415,792,-1.76939,-3.12E+23,-0.093514,1.19E+21,0.586945,0.6,447,-0.256175,774077,0.0108937,-540470,0.593048,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
416,797,-1.76642,-3.16E+23,-0.0937746,-1.83E+23,0.587097,0.6,454,-0.259154,780281,-0.0207518,-263075,0.593201,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
417,791,-1.76642,-3.13E+23,-0.0486052,-2.78E+23,0.587097,0.6,458,-0.253196,786049,-0.0282607,89850.1,0.593201,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
418,784,-1.76642,-3.11E+23,0.00315931,-2.14E+23,0.587173,0.6,455,-0.256175,776597,0.0161805,266859,0.59343,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
419,781,-1.76344,-3.10E+23,0.0436686,-7.19E+22,0.58725,0.6,452,-0.259154,775775,0.0101152,174128,0.593277,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
420,782,-1.76642,-3.11E+23,0.0685737,2.76E+22,0.58725,0.6,452,-0.256175,775775,-0.0350904,14347.7,0.593277,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
421,783,-1.76642,-3.10E+23,0.0403023,6.12E+22,0.587173,0.6,453,-0.256175,767198,-0.0242336,-118576,0.593735,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
422,784,-1.76344,-3.13E+23,0.0176976,4.54E+22,0.587326,0.6,452,-0.259154,774091,-0.0131534,-210415,0.593353,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
423,787,-1.7545,-3.15E+23,0.103494,-1.67E+22,0.587402,0.6,452,-0.259154,772419,-0.0449537,-167964,0.59343,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
424,791,-1.76046,-3.16E+23,0.210933,-9.18E+22,0.587326,0.6,455,-0.256175,774918,-0.0459254,-64606.2,0.593506,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
425,793,-1.75748,-3.19E+23,0.19843,-1.47E+23,0.587479,0.6,457,-0.259154,774416,-0.0139907,14425.1,0.593658,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
426,792,-1.7545,-3.18E+23,0.159811,-1.71E+23,0.587479,0.6,453,-0.256175,765577,0.00288689,-6161.26,0.593811,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
427,790,-1.7545,-3.17E+23,0.16077,-1.35E+23,0.587402,0.6,448,-0.256175,760632,0.0290344,-168246,0.593735,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
428,787,-1.75152,-3.16E+23,0.157815,-5.05E+22,0.587479,0.6,447,-0.259154,760966,0.031956,-313259,0.593658,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
429,790,-1.75152,-3.19E+23,0.15408,-3.54E+21,0.587631,0.6,452,-0.256175,764233,0.00436944,-295486,0.593811,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
430,795,-1.75152,-3.21E+23,0.130997,-3.36E+22,0.587555,0.6,453,-0.256175,765577,0.0115628,-153485,0.593811,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
431,801,-1.74854,-3.23E+23,0.106074,-9.39E+22,0.587479,0.6,454,-0.262132,765320,-0.00859439,-15256.1,0.593887,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
432,803,-1.74854,-3.26E+23,0.107068,-1.51E+23,0.587631,0.6,454,-0.259154,765320,-0.0743897,51535.5,0.593887,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
433,795,-1.75152,-3.23E+23,0.078522,-1.64E+23,0.587708,0.6,452,-0.256175,764233,-0.0613348,56179.8,0.593811,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
434,784,-1.75152,-3.16E+23,0.00551296,-6.08E+22,0.587631,0.6,451,-0.256175,756585,0.0206555,-23002.2,0.594116,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
435,779,-1.7545,-3.16E+23,-0.0661293,1.09E+23,0.587784,0.6,455,-0.256175,761888,0.0689469,-123848,0.594116,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
436,786,-1.7545,-3.21E+23,-0.117856,1.67E+23,0.587936,0.6,466,-0.256175,776118,0.0702783,-16652.2,0.594193,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
437,792,-1.75152,-3.23E+23,-0.107393,6.50E+22,0.58786,0.6,474,-0.256175,790183,0.0518653,353272,0.594116,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
438,785,-1.75152,-3.20E+23,-0.0340699,-4.09E+22,0.587936,0.6,478,-0.256175,790163,0.0302699,695059,0.594421,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
439,771,-1.7545,-3.16E+23,0.00537882,-2.34E+22,0.588165,0.6,481,-0.259154,799966,-0.00683724,808731,0.594193,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
440,769,-1.7545,-3.15E+23,-0.0198385,7.33E+22,0.588165,0.6,484,-0.256175,800205,-0.0403533,770717,0.594421,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
441,780,-1.76046,-3.20E+23,-0.0848313,1.05E+23,0.588089,0.6,485,-0.256175,805115,-0.0233104,649078,0.594269,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
442,783,-1.75748,-3.21E+23,-0.148594,2.40E+22,0.588089,0.6,479,-0.259154,795032,-0.0099773,423423,0.594269,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
443,775,-1.76046,-3.18E+23,-0.154726,-4.65E+22,0.588165,0.6,467,-0.253196,771209,-0.00179392,-46375.5,0.594498,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
444,773,-1.75748,-3.16E+23,-0.115473,-1.82E+22,0.588089,0.6,456,-0.259154,756975,0.0219951,-710966,0.594421,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
445,789,-1.76344,-3.25E+23,-0.0880601,-1.53E+22,0.588165,0.6,454,-0.256175,754300,0.00577312,-1.16E+06,0.594421,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
446,810,-1.76344,-3.37E+23,-0.112966,-1.96E+23,0.588242,0.6,459,-0.256175,759553,-0.00252544,-1.13E+06,0.594498,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
447,819,-1.76344,-3.42E+23,-0.132769,-4.71E+23,0.588318,0.6,466,-0.259154,772892,-0.00524787,-671542,0.594345,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
448,817,-1.76344,-3.42E+23,-0.10512,-6.09E+23,0.588394,0.6,471,-0.262132,777354,-0.0649183,-56177.9,0.594498,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
449,808,-1.76344,-3.35E+23,-0.0653425,-4.88E+23,0.588165,0.6,472,-0.256175,778920,-0.0920014,372916,0.594498,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
