count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,natural_length_right_model,deformation_right_model,natural_length_left_model,deformation_left_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,5.0252,3.10984,170.223,178.622,32994,17282,76.2012
0,-236,-1.63535,149.135,-0.0518563,-1.14121,0.40094,0.4,2,-0.288941,150.215,-0.00916222,-1.45422,150.207,0.00786333,146.004,3.13176,0.402466,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1,-235,-1.63535,149.133,-0.162984,-3.6,0.400787,0.4,-1,-0.29192,150.213,-0.0488457,-4.57779,150.217,-0.00393159,146.013,3.12064,0.402313,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2,-237,-1.63237,149.152,-0.196696,-4.686,0.400864,0.4,-3,-0.29192,150.2,-0.101308,-6.18961,150.212,-0.0117963,146.008,3.14383,0.40239,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
3,-239,-1.63535,149.161,-0.13748,-3.57378,0.401093,0.4,-2,-0.294899,150.199,-0.135701,-5.37969,150.207,-0.00786378,145.994,3.16634,0.402466,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
4,-239,-1.64131,149.161,-0.136008,-1.90738,0.401093,0.4,-3,-0.294899,150.2,-0.15333,-3.69241,150.212,-0.0117963,145.994,3.16634,0.40239,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
5,-240,-1.63833,149.177,-0.178818,-0.534156,0.401016,0.4,-8,-0.297878,150.175,-0.159292,-2.15831,150.207,-0.0314634,145.999,3.17838,0.402466,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
6,-243,-1.63833,149.227,-0.148237,0.735508,0.400787,0.4,-12,-0.294899,150.17,-0.138804,-1.30344,150.217,-0.0472028,146.013,3.21444,0.402313,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
7,-245,-1.63833,149.216,-0.0755825,1.76916,0.401321,0.4,-8,-0.297878,150.186,-0.0928788,-0.728822,150.217,-0.0314636,145.981,3.23553,0.402313,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
8,-246,-1.64131,149.238,-0.0452336,2.05008,0.401169,0.4,-4,-0.294899,150.18,-0.0488342,-0.155554,150.196,-0.015729,145.99,3.24783,0.402618,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
9,-246,-1.63833,149.262,-0.0405411,1.9929,0.400787,0.4,-4,-0.294899,150.186,0.00257511,0.18799,150.201,-0.0157291,146.013,3.24945,0.402542,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
10,-246,-1.63833,149.252,-0.00763456,1.84012,0.40094,0.4,-3,-0.29192,150.173,0.0631781,0.230968,150.185,-0.0117961,146.004,3.2488,0.402771,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
11,-243,-1.64131,149.212,0.00802359,1.04526,0.401016,0.4,1,-0.294899,150.194,0.091207,0.200636,150.191,0.00393195,145.999,3.21347,0.402695,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
12,-242,-1.64131,149.225,-0.0277167,-0.0810483,0.400635,0.4,3,-0.29192,150.208,0.0782207,0.424729,150.196,0.0117943,146.022,3.20339,0.402618,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
