count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,natural_length_right_model,deformation_right_model,natural_length_left_model,deformation_left_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,4.04816,2.79409,170.232,178.928,33556,18117,79.4971
0,-225,-0.738737,149.005,-0.0239278,-1.16991,0.40094,0.4,-5,0.0565968,150.166,0.00183318,-1.48702,150.185,-0.0196619,146.004,3.00186,0.402771,0.4,1,-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1,-227,-0.738737,149.029,-0.075205,-3.51787,0.40094,0.4,-18,0.0565968,150.141,0.00576167,-4.83704,150.212,-0.0708202,146.004,3.02557,0.40239,0.4,1,-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2,-231,-0.738737,149.076,-0.100008,-4.07202,0.40094,0.4,-20,0.053618,150.112,-0.0123313,-6.92537,150.191,-0.0786939,146.004,3.07287,0.402695,0.4,1,-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
3,-236,-0.741716,149.135,-0.10321,-2.01345,0.40094,0.4,-11,0.053618,150.158,-0.0564597,-6.1668,150.201,-0.043267,146.004,3.13176,0.402542,0.4,1,-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
4,-238,-0.747673,149.144,-0.156483,0.544813,0.401169,0.4,0,0.053618,150.217,-0.0794352,-3.37083,150.217,3.70E-07,145.99,3.1543,0.402313,0.4,1,-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
5,-236,-0.747673,149.12,-0.236006,1.80845,0.401169,0.4,4,0.0506392,150.222,-0.0874619,-0.169387,150.207,0.0157251,145.99,3.13082,0.402466,0.4,1,-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
6,-233,-0.747673,149.09,-0.245057,1.38109,0.401093,0.4,2,0.0506392,150.204,-0.107128,1.53723,150.196,0.00786326,145.994,3.09583,0.402618,0.4,1,-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
7,-233,-0.750652,149.105,-0.202653,0.363379,0.400864,0.4,-1,0.0506392,150.208,-0.106316,1.63877,150.212,-0.00393157,146.008,3.09677,0.40239,0.4,1,-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
8,-232,-0.753631,149.098,-0.190433,-0.208766,0.400787,0.4,-1,0.0506392,150.192,-0.0772949,1.06284,150.196,-0.00393152,146.013,3.08529,0.402618,0.4,1,-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
9,-231,-0.75661,149.086,-0.213983,-0.46182,0.400787,0.4,-10,0.0565968,150.151,-0.00447234,0.077453,150.191,-0.0393318,146.013,3.07349,0.402695,0.4,1,-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
