count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,natural_length_right_model,deformation_right_model,natural_length_left_model,deformation_left_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,4.31923,2.94601,170.104,178.494,33393,17422,76.5088,,,angle_without_reflex,,,angle_without_reflex,
226,-231,-1.14087,149.12,0.0741253,-2.38621,0.400253,0.4,14,-0.181705,150.374,-0.0342593,-0.38534,150.319,0.055021,146.045,3.07568,0.400864,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
227,-233,-1.14385,149.159,0.0804803,-1.2861,0.400024,0.4,17,-0.184684,150.408,-0.00758159,1.62246,150.341,0.0668047,146.059,3.10022,0.400558,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
228,-234,-1.14683,149.161,0.00129897,0.268392,0.400177,0.4,15,-0.184684,150.378,-0.0145501,2.67189,150.319,0.0589488,146.049,3.11138,0.400864,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
229,-234,-1.14087,149.151,-0.0517469,1.05604,0.40033,0.4,13,-0.181705,150.376,-0.0134884,2.19668,150.325,0.0510931,146.04,3.11075,0.400787,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
230,-230,-1.14087,149.094,0.000452517,0.594465,0.400482,0.4,13,-0.184684,150.386,0.0106428,1.2493,150.335,0.0510935,146.031,3.06293,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
231,-231,-1.14087,149.115,0.061961,-0.443805,0.40033,0.4,13,-0.184684,150.392,-0.00228519,0.684655,150.341,0.0510937,146.04,3.07537,0.400558,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
232,-234,-1.14385,149.141,0.0505945,-0.673447,0.400482,0.4,9,-0.181705,150.36,-0.00699578,0.197054,150.325,0.0353776,146.031,3.11012,0.400787,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
233,-235,-1.14385,149.163,-0.00782722,0.048055,0.40033,0.4,4,-0.181705,150.351,0.0330254,-0.509328,150.335,0.0157266,146.04,3.12253,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
234,-233,-1.14087,149.124,-0.0298476,0.538119,0.400558,0.4,0,-0.184684,150.346,0.0406509,-1.03111,150.346,3.54E-07,146.026,3.09803,0.400482,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
235,-231,-1.14385,149.115,-0.0108706,0.16606,0.40033,0.4,2,-0.187663,150.343,-0.0272496,-1.11477,150.335,0.00786409,146.04,3.07537,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
236,-232,-1.14087,149.117,-0.000112131,-0.395796,0.400482,0.4,9,-0.187663,150.376,-0.108016,-0.6995,150.341,0.035378,146.031,3.08655,0.400558,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
237,-235,-1.14385,149.163,0.00436145,-0.25007,0.40033,0.4,10,-0.181705,150.353,-0.0921749,-0.0702763,150.314,0.0393065,146.04,3.12253,0.40094,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
238,-239,-1.14385,149.215,-0.0150041,0.847676,0.400253,0.4,0,-0.187663,150.319,-0.0206949,-0.10664,150.319,3.57E-07,146.045,3.16985,0.400864,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
239,-239,-1.14087,149.215,-0.0189616,2.07413,0.400253,0.4,-7,-0.184684,150.286,-0.00565331,-0.924553,150.314,-0.0275316,146.045,3.16985,0.40094,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
240,-235,-1.14385,149.158,0.00452631,1.98769,0.400406,0.4,-4,-0.184684,150.298,0.0020568,-1.60387,150.314,-0.0157304,146.036,3.12221,0.40094,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
241,-233,-1.14385,149.149,-0.00705878,0.591833,0.400177,0.4,-3,-0.187663,150.302,0.00474245,-1.4875,150.314,-0.0117973,146.049,3.0996,0.40094,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
242,-235,-1.14385,149.163,-0.0299778,-0.55258,0.40033,0.4,-5,-0.187663,150.284,-0.0353595,-1.03096,150.303,-0.0196637,146.04,3.12253,0.401093,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
243,-235,-1.14683,149.158,-0.0513852,-0.783215,0.400406,0.4,-2,-0.184684,150.306,-0.0423031,-0.63643,150.314,-0.00786443,146.036,3.12221,0.40094,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
244,-233,-1.14385,149.144,-0.0663928,-0.733061,0.400253,0.4,4,-0.184684,150.373,0.00631536,0.32346,150.357,0.0157269,146.045,3.09928,0.40033,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
245,-231,-1.14385,149.111,-0.0346383,-0.957274,0.400406,0.4,3,-0.181705,150.336,0.0647475,1.43564,150.325,0.0117954,146.036,3.07505,0.400787,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
246,-228,-1.14385,149.08,0.00785126,-1.53886,0.40033,0.4,-2,-0.187663,150.338,0.071426,1.48101,150.346,-0.00786463,146.04,3.03989,0.400482,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
247,-226,-1.14385,149.047,0.0232726,-2.22443,0.400482,0.4,0,-0.184684,150.314,0.0148845,0.718034,150.314,3.58E-07,146.031,3.01557,0.40094,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
248,-229,-1.14385,149.092,0.0233591,-2.2579,0.40033,0.4,5,-0.184684,150.355,-0.0124803,0.171185,150.335,0.0196575,146.04,3.05172,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,0
249,-234,-1.14385,149.151,0.017092,-0.880622,0.40033,0.4,4,-0.181705,150.356,0.0196377,0.298599,150.341,0.0157267,146.04,3.11075,0.400558,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,0
250,-237,-1.14385,149.186,0.00989314,1.26194,0.40033,0.4,-2,-0.187663,150.338,0.0275987,0.443847,150.346,-0.00786463,146.04,3.14605,0.400482,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,0
251,-235,-1.14683,149.158,-0.0157792,2.4866,0.400406,0.4,-5,-0.187663,150.321,-0.0366614,0.0330889,150.341,-0.0196642,146.036,3.12221,0.400558,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,0
252,-232,-1.14385,149.132,-0.0421432,2.00436,0.400253,0.4,-1,-0.187663,150.326,-0.0933624,-0.46515,150.33,-0.00393194,146.045,3.08749,0.400711,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,-1
253,-230,-1.14683,149.094,-0.0416396,0.471765,0.400482,0.4,0,-0.190642,150.335,-0.111609,-0.530876,150.335,3.55E-07,146.031,3.06293,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,-1
254,-229,-1.14683,149.102,-0.0502204,-0.923323,0.400177,0.4,-5,-0.190642,150.316,-0.129089,-0.388255,150.335,-0.0196642,146.049,3.05235,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,-1
255,-229,-1.14981,149.097,-0.0802707,-1.43637,0.400253,0.4,-4,-0.190642,150.32,-0.121505,-0.400033,150.335,-0.0157307,146.045,3.05204,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-29,-1
256,-232,-1.14981,149.127,-0.111072,-1.06868,0.40033,0.4,5,-0.184684,150.355,-0.0455035,-0.138134,150.335,0.0196575,146.04,3.08717,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-29,-1
257,-237,-1.14683,149.191,-0.0938134,0.178677,0.400253,0.4,13,-0.187663,150.392,0.0582901,0.757394,150.341,0.0510937,146.045,3.14637,0.400558,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-29,-1
258,-241,-1.14385,149.213,-0.00128191,1.85948,0.400635,0.4,17,-0.187663,150.386,0.0854319,1.61713,150.319,0.0668036,146.022,3.19169,0.400864,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-29,0
259,-243,-1.14385,149.266,0.0973553,3.13722,0.400177,0.4,21,-0.190642,150.429,0.0335164,1.99195,150.346,0.0825113,146.049,3.21701,0.400482,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-29,0
260,-244,-1.14683,149.253,0.111804,3.59325,0.400558,0.4,18,-0.184684,150.406,0.00303039,1.99133,150.335,0.0707314,146.026,3.22709,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-29,0
261,-241,-1.14981,149.233,0.0275275,2.85773,0.40033,0.4,3,-0.184684,150.331,0.0497168,0.93309,150.319,0.0117954,146.04,3.19297,0.400864,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-29,0
262,-234,-1.14981,149.156,-0.0747439,0.902947,0.400253,0.4,-10,-0.187663,150.275,0.0756037,-1.29487,150.314,-0.0393355,146.045,3.11107,0.40094,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-29,0
263,-230,-1.14683,149.104,-0.0967818,-1.67477,0.40033,0.4,-11,-0.181705,150.292,0.065871,-3.01134,150.335,-0.0432714,146.04,3.06355,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,0
264,-232,-1.14981,149.132,-0.0597546,-3.31569,0.400253,0.4,-4,-0.187663,150.304,0.0640679,-2.97478,150.319,-0.0157305,146.045,3.08749,0.400864,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,0
265,-234,-1.14683,149.166,-0.028364,-2.84044,0.400101,0.4,5,-0.187663,150.371,0.00593546,-1.4308,150.351,0.0196577,146.054,3.1117,0.400406,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,0
266,-232,-1.15279,149.137,-0.0276859,-1.42801,0.400177,0.4,9,-0.190642,150.376,-0.0797187,0.611983,150.341,0.035378,146.049,3.0878,0.400558,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-29,0
267,-227,-1.15577,149.078,-0.099902,-1.01587,0.400177,0.4,7,-0.190642,150.368,-0.13353,1.75857,150.341,0.0275184,146.049,3.02866,0.400558,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,0
268,-226,-1.15279,149.066,-0.162869,-1.63949,0.400177,0.4,-1,-0.184684,150.348,-0.0997006,1.54582,150.351,-0.00393201,146.049,3.0168,0.400406,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,0
269,-229,-1.15279,149.092,-0.124995,-1.83879,0.40033,0.4,-10,-0.190642,150.301,-0.0189901,0.398828,150.341,-0.0393363,146.04,3.05172,0.400558,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-30,0
270,-233,-1.15279,149.134,-0.0556359,-0.872837,0.400406,0.4,-10,-0.190642,150.296,-0.0208473,-0.979164,150.335,-0.0393361,146.036,3.09865,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-30,0
271,-234,-1.15279,149.151,-0.0119928,0.616316,0.40033,0.4,1,-0.190642,150.339,-0.0561354,-1.37578,150.335,0.00393237,146.04,3.11075,0.400635,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-30,0
272,-232,-1.14981,149.117,0.0292567,1.34962,0.400482,0.4,10,-0.190642,150.369,-0.0555558,-0.420915,150.33,0.039307,146.031,3.08655,0.400711,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-30,0
273,-230,-1.15279,149.113,0.0583626,0.92508,0.400177,0.4,7,-0.190642,150.368,-0.0403264,0.773607,150.341,0.0275184,146.049,3.06417,0.400558,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-30,0
274,-234,-1.12598,149.146,0.214952,0.440652,0.400406,0.4,3,-0.187663,150.358,-0.00311744,1.17548,150.346,0.0117956,146.036,3.11044,0.400482,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-30,0
275,-237,-1.09321,149.206,0.782593,0.934255,0.400024,0.4,3,-0.190642,150.353,0.0331414,0.84161,150.341,0.0117956,146.059,3.14732,0.400558,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,0
276,-237,-1.0664,149.216,1.60709,1.97483,0.399872,0.4,2,-0.190642,150.343,0.0191577,0.272343,150.335,0.00786409,146.068,3.14795,0.400635,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,0
277,-234,-1.05449,149.17,2.17499,2.10241,0.400024,0.4,-1,-0.187663,150.331,0.0082079,-0.27656,150.335,-0.00393196,146.059,3.11201,0.400635,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-36,-1,,-29,0
278,-229,-1.05747,149.126,2.14305,0.748892,0.399796,0.4,-5,-0.187663,150.316,0.0415075,-0.755492,150.335,-0.0196642,146.072,3.0539,0.400635,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-36,-1,,-29,1
279,-222,-1.05151,149.053,1.63168,-1.40555,0.399643,0.4,-8,-0.190642,150.299,0.044034,-1.15584,150.33,-0.0314663,146.081,2.9714,0.400711,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-36,-1,,-29,1
280,-214,-1.04555,148.957,1.08047,-3.84394,0.399643,0.4,-5,-0.190642,150.31,-0.00687871,-1.2667,150.33,-0.0196641,146.081,2.87577,0.400711,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-36,-1,,-29,1
281,-208,-1.04853,148.9,0.661552,-5.97972,0.399414,0.4,3,-0.187663,150.331,-0.0260452,-0.788019,150.319,0.0117954,146.095,2.80448,0.400864,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
282,-205,-1.05449,148.844,0.270026,-7.04001,0.399719,0.4,9,-0.187663,150.398,0.0131332,0.427789,150.362,0.0353786,146.077,2.76707,0.400253,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
283,-204,-1.05151,148.827,-0.0446258,-6.82953,0.399796,0.4,13,-0.184684,150.365,0.0658289,1.62949,150.314,0.0510926,146.072,2.75469,0.40094,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
284,-202,-1.05449,148.807,-0.182525,-5.63356,0.399719,0.4,14,-0.190642,150.406,0.069819,1.97427,150.351,0.0550224,146.077,2.73075,0.400406,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
285,-198,-1.05449,148.739,-0.210237,-4.45223,0.400024,0.4,15,-0.190642,150.4,-0.0074803,1.87711,150.341,0.0589498,146.059,2.68102,0.400558,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
286,-195,-1.05449,148.713,-0.184986,-3.98946,0.399872,0.4,13,-0.193621,150.381,-0.0974656,1.3931,150.33,0.0510933,146.068,2.64503,0.400711,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,0
287,-195,-1.06342,148.698,-0.184742,-3.63862,0.400101,0.4,11,-0.193621,150.411,-0.14836,0.721492,150.368,0.0432374,146.054,2.64419,0.400177,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,0
288,-194,-1.06938,148.691,-0.295081,-2.93808,0.400024,0.4,8,-0.193621,150.372,-0.149362,0.264107,150.341,0.0314483,146.059,2.63226,0.400558,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
289,-190,-1.07534,148.647,-0.441347,-2.34947,0.399948,0.4,8,-0.190642,150.372,-0.0894505,-0.31601,150.341,0.0314483,146.063,2.5836,0.400558,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
290,-188,-1.0813,148.612,-0.542908,-2.34511,0.400101,0.4,6,-0.190642,150.38,-0.000535676,-0.674697,150.357,0.0235884,146.054,2.55851,0.40033,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
291,-189,-1.08428,148.629,-0.578551,-2.35271,0.400024,0.4,5,-0.190642,150.366,0.0563367,-0.628458,150.346,0.0196576,146.059,2.57106,0.400482,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
292,-190,-1.09023,148.632,-0.557306,-1.70418,0.400177,0.4,4,-0.190642,150.356,0.0646129,-0.643859,150.341,0.0157267,146.049,2.58277,0.400558,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
293,-191,-1.09321,148.635,-0.51832,-0.810348,0.40033,0.4,5,-0.190642,150.371,0.0505953,-0.601284,150.351,0.0196577,146.04,2.59447,0.400406,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
294,-197,-1.09917,148.718,-0.482585,0.386587,0.400177,0.4,4,-0.193621,150.362,0.011122,-0.349184,150.346,0.0157268,146.049,2.66828,0.400482,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
295,-204,-1.10215,148.812,-0.457841,2.54687,0.400024,0.4,3,-0.190642,150.347,-0.0282109,-0.275868,150.335,0.0117955,146.059,2.75382,0.400635,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-28,0
296,-207,-1.10215,148.839,-0.404228,4.76196,0.400177,0.4,6,-0.190642,150.37,-0.0168041,-0.279407,150.346,0.0235882,146.049,2.78949,0.400482,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-28,1
297,-210,-1.10811,148.88,-0.333135,5.66096,0.400101,0.4,13,-0.187663,150.397,0.0325094,0.18384,150.346,0.0510939,146.054,2.82593,0.400482,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-28,1
298,-212,-1.10811,148.904,-0.294051,5.39662,0.400101,0.4,17,-0.193621,150.397,0.0441032,0.844394,150.33,0.0668041,146.054,2.84997,0.400711,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-28,1
299,-210,-1.10811,148.885,-0.23865,4.30217,0.400024,0.4,17,-0.190642,150.402,-0.00310725,1.10516,150.335,0.0668044,146.059,2.82622,0.400635,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-28,1
300,-208,-1.11406,148.851,-0.191438,2.36632,0.400177,0.4,16,-0.190642,150.398,-0.0218246,0.957671,150.335,0.0628771,146.049,2.80155,0.400635,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-28,1
301,-206,-1.11108,148.822,-0.180386,0.149995,0.400253,0.4,15,-0.190642,150.389,-0.00366302,0.559184,150.33,0.0589493,146.045,2.77712,0.400711,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-28,1
302,-204,-1.11406,148.817,-0.146967,-1.45378,0.399948,0.4,10,-0.190642,150.396,0.0048225,0.140241,150.357,0.0393079,146.063,2.75411,0.40033,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-28,1
303,-201,-1.11108,148.771,-0.0930946,-2.28983,0.400101,0.4,3,-0.190642,150.363,0.00702412,-0.258161,150.351,0.0117957,146.054,2.71718,0.400406,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
304,-195,-1.10513,148.708,0.0142978,-3.08999,0.399948,0.4,-3,-0.193621,150.318,-0.0138899,-1.04773,150.33,-0.0117974,146.063,2.64475,0.400711,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-29,1
305,-188,-1.10513,148.607,0.154464,-4.41582,0.400177,0.4,-5,-0.190642,150.353,-0.0386271,-1.6789,150.373,-0.0196647,146.049,2.55824,0.400101,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-28,1
306,-186,-1.09917,148.593,0.250417,-5.64139,0.400024,0.4,-5,-0.190642,150.332,-0.0183361,-1.46091,150.351,-0.0196644,146.059,2.53421,0.400406,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-36,-1,,-28,1
307,-191,-1.09321,148.678,0.342291,-4.92237,0.399643,0.4,-4,-0.193621,150.314,-0.00501006,-1.14654,150.33,-0.0157306,146.081,2.59696,0.400711,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-28,1
308,-196,-1.08725,148.71,0.447703,-2.0323,0.400101,0.4,-2,-0.196599,150.344,-0.0581217,-0.889945,150.351,-0.00786466,146.054,2.65638,0.400406,0.4,1,-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-28,1
309,-195,-1.0813,148.713,0.530254,0.728382,0.399872,0.4,3,-0.190642,150.369,-0.084301,-0.100613,150.357,0.0117957,146.068,2.64503,0.40033,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-28,1
310,-192,-1.07832,148.661,0.561125,1.57399,0.400101,0.4,8,-0.193621,150.383,-0.0323172,0.880572,150.351,0.0314486,146.054,2.60754,0.400406,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-28,1
311,-190,-1.06938,148.642,0.562193,0.695903,0.400024,0.4,10,-0.196599,150.396,-0.0220239,1.49605,150.357,0.0393079,146.059,2.58333,0.40033,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-28,1
312,-187,-1.07236,148.6,0.530415,-0.741993,0.400101,0.4,7,-0.193621,150.368,-0.0515699,1.43109,150.341,0.0275184,146.054,2.54623,0.400558,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-29,1
313,-186,-1.06342,148.583,0.45379,-1.94452,0.400177,0.4,4,-0.193621,150.34,-0.0295861,0.543143,150.325,0.0157265,146.049,2.53366,0.400787,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-28,1
314,-189,-1.06342,148.634,0.399638,-2.08243,0.399948,0.4,2,-0.193621,150.37,0.00757147,-0.33317,150.362,0.00786425,146.063,2.57134,0.400253,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-28,1
315,-192,-1.06938,148.661,0.289448,-0.820008,0.400101,0.4,3,-0.187663,150.363,0.0608813,-0.439125,150.351,0.0117957,146.054,2.60754,0.400406,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-28,1
316,-190,-1.07236,148.651,0.0658338,0.564569,0.399872,0.4,3,-0.190642,150.374,0.12649,-0.184259,150.362,0.0117958,146.068,2.58388,0.400253,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-28,1
317,-183,-1.07236,148.566,-0.124251,0.458213,0.399872,0.4,1,-0.193621,150.355,0.0995148,-0.0553979,150.351,0.00393242,146.068,2.49779,0.400406,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-28,0
318,-178,-1.07832,148.494,-0.229359,-1.40691,0.400024,0.4,1,-0.193621,150.35,0.00164122,-0.20033,150.346,0.0039324,146.059,2.43541,0.400482,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-28,0
319,-179,-1.0813,148.521,-0.311131,-3.15656,0.399796,0.4,1,-0.196599,150.361,-0.0790836,-0.331102,150.357,0.00393243,146.072,2.4486,0.40033,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,-35,0,,-28,0
320,-181,-1.08428,148.526,-0.361046,-3.11294,0.400101,0.4,1,-0.193621,150.35,-0.110871,-0.260594,150.346,0.0039324,146.054,2.47228,0.400482,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-28,0
321,-181,-1.09023,148.522,-0.384191,-2.0348,0.400177,0.4,1,-0.193621,150.35,-0.0738748,-0.233929,150.346,0.0039324,146.049,2.47201,0.400482,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-28,0
322,-179,-1.09023,148.521,-0.389919,-1.07297,0.399796,0.4,-1,-0.196599,150.348,-0.0385677,-0.248839,150.351,-0.00393201,146.072,2.4486,0.400406,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-28,0
323,-177,-1.09023,148.467,-0.326958,-0.787757,0.400253,0.4,0,-0.193621,150.357,-0.0335232,-0.158971,150.357,3.53E-07,146.045,2.42222,0.40033,0.4,1,-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,-35,0,,-28,0
