count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,natural_length_right_model,deformation_right_model,natural_length_left_model,deformation_left_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,4.31923,2.94601,170.104,178.494,33393,17422,76.5088,,,angle_without_reflex,,,angle_without_reflex,
754,-555,-1.01278,152.599,-0.174514,-0.142946,0.399109,0.4,-4,-0.193621,150.346,-0.00192297,-1.77607,150.362,-0.015731,146.114,6.48552,0.400253,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-47,-12,,-44,-13
755,-557,-1.01278,152.628,-0.168287,-0.0334257,0.398956,0.4,-2,-0.199578,150.381,0.013398,-1.61654,150.389,-0.00786489,146.123,6.50537,0.399872,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-47,-12,,-44,-13
756,-555,-1.01278,152.594,-0.140326,0.211548,0.399185,0.4,-1,-0.193621,150.369,-0.00391627,-0.848057,150.373,-0.00393207,146.109,6.48505,0.400101,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-44,-13
757,-553,-1.01278,152.575,-0.0909211,-0.133862,0.399185,0.4,0,-0.196599,150.384,0.00988686,-0.133699,150.384,3.49E-07,146.109,6.46613,0.399948,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-46,-11,,-44,-13
758,-553,-1.01874,152.58,-0.0857907,-0.689512,0.399109,0.4,0,-0.196599,150.384,0.0128333,0.31277,150.384,3.49E-07,146.114,6.4666,0.399948,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-46,-11,,-44,-13
759,-552,-1.01576,152.576,-0.12004,-0.82227,0.399033,0.4,0,-0.193621,150.368,0.0106465,0.402742,150.368,3.51E-07,146.118,6.4576,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-46,-11,,-44,-13
760,-549,-1.01874,152.542,-0.121365,-0.905221,0.399109,0.4,2,-0.199578,150.375,0.0071536,0.166927,150.368,0.00786428,146.114,6.42868,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-46,-11,,-44,-13
761,-543,-1.02172,152.5,-0.128973,-1.45482,0.39888,0.4,5,-0.196599,150.419,-0.0358805,0.316775,150.4,0.0196585,146.127,6.37305,0.399719,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-46,-11,,-43,-13
762,-539,-1.02768,152.472,-0.197247,-2.26417,0.398727,0.4,5,-0.193621,150.398,-0.0238309,0.7927,150.378,0.0196581,146.136,6.33585,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-46,-11,,-43,-13
763,-539,-1.02768,152.467,-0.272163,-2.6788,0.398804,0.4,2,-0.196599,150.392,0.0275411,0.7396,150.384,0.00786438,146.132,6.33538,0.399948,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-43,-13
764,-539,-1.02172,152.477,-0.229662,-2.31535,0.398651,0.4,0,-0.196599,150.405,0.0212715,0.378923,150.405,3.47E-07,146.141,6.33631,0.399643,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-43,-13
765,-535,-1.01576,152.434,-0.0301842,-1.72982,0.398727,0.4,3,-0.199578,150.379,-0.0270906,0.0938576,150.368,0.0117958,146.136,6.29763,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-43,-13
766,-529,-1.01576,152.382,0.180346,-1.88735,0.398651,0.4,10,-0.199578,150.434,-0.079784,0.0605764,150.394,0.039309,146.141,6.24059,0.399796,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-43,-13
767,-524,-1.01576,152.349,0.25863,-2.6594,0.398422,0.4,13,-0.196599,150.44,-0.0800046,0.629946,150.389,0.0510957,146.155,6.19391,0.399872,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-43,-13
768,-519,-1.01874,152.285,0.201153,-3.48081,0.398651,0.4,12,-0.199578,150.425,-0.0384714,1.04757,150.378,0.0471666,146.141,6.14432,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-43,-13
769,-514,-1.00981,152.247,0.14307,-4.20973,0.398499,0.4,11,-0.202557,150.411,-0.0509214,0.685288,150.368,0.0432374,146.15,6.09689,0.400177,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-43,-13
770,-512,-1.01278,152.228,0.160363,-4.44362,0.398499,0.4,8,-0.196599,150.426,-0.0622995,0.15666,150.394,0.0314496,146.15,6.07752,0.399796,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-42,-13
771,-509,-1.01874,152.199,0.104229,-4.0532,0.398499,0.4,4,-0.199578,150.405,-0.0101606,-0.141759,150.389,0.0157273,146.15,6.0484,0.399872,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-42,-13
772,-505,-1.0247,152.145,-0.0870194,-3.68214,0.398727,0.4,1,-0.199578,150.377,0.0141425,-0.596093,150.373,0.00393248,146.136,6.00814,0.400101,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-42,-13
773,-502,-1.03661,152.105,-0.34249,-3.72083,0.39888,0.4,0,-0.202557,150.384,-0.0196025,-1.09358,150.384,3.49E-07,146.127,5.978,0.399948,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-42,-13
774,-502,-1.03661,152.11,-0.555478,-3.58965,0.398804,0.4,-2,-0.199578,150.376,-0.0481879,-1.15305,150.384,-0.00786486,146.132,5.97846,0.399948,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-42,-13
775,-502,-1.03959,152.11,-0.59345,-2.76291,0.398804,0.4,-2,-0.199578,150.365,-0.0269173,-0.998627,150.373,-0.0078648,146.132,5.97846,0.400101,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-42,-13
776,-503,-1.04853,152.125,-0.549063,-1.5428,0.398727,0.4,3,-0.196599,150.401,0.0291825,-0.621874,150.389,0.011796,146.136,5.98866,0.399872,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-42,-13
777,-503,-1.04853,152.115,-0.522755,-0.491608,0.39888,0.4,8,-0.199578,150.399,0.064538,0.0981708,150.368,0.031449,146.127,5.98775,0.400177,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-46,-11,,-42,-13
778,-502,-1.05449,152.11,-0.470883,0.00754447,0.398804,0.4,9,-0.199578,150.408,0.041773,0.647461,150.373,0.0353789,146.132,5.97846,0.400101,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-13
779,-500,-1.05449,152.096,-0.402317,-0.016397,0.398727,0.4,8,-0.199578,150.399,0.0011167,0.749677,150.368,0.031449,146.136,5.9594,0.400177,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-13
780,-498,-1.05449,152.071,-0.305409,-0.412892,0.398804,0.4,11,-0.199578,150.4,-0.0159676,0.534261,150.357,0.043237,146.132,5.93941,0.40033,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-13
781,-497,-1.06044,152.062,-0.22293,-0.95812,0.398804,0.4,16,-0.196599,150.441,0.00125369,0.528498,150.378,0.0628793,146.132,5.92963,0.400024,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-13
782,-496,-1.06044,152.047,-0.208593,-1.32037,0.39888,0.4,17,-0.199578,150.434,0.0279578,0.895894,150.368,0.0668061,146.127,5.91939,0.400177,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-13
783,-499,-1.06044,152.071,-0.186322,-1.21507,0.398956,0.4,13,-0.199578,150.413,0.0114076,0.848445,150.362,0.0510946,146.123,5.94827,0.400253,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-13
784,-504,-1.0664,152.115,-0.166751,-0.324177,0.399033,0.4,7,-0.199578,150.417,-0.0184999,0.29294,150.389,0.0275194,146.118,5.99658,0.399872,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-13
785,-507,-1.06342,152.139,-0.173413,1.04243,0.399109,0.4,-1,-0.199578,150.385,-0.0258541,-0.325287,150.389,-0.00393213,146.114,6.02531,0.399872,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-14
786,-507,-1.0664,152.144,-0.149134,1.97715,0.399033,0.4,-6,-0.199578,150.36,-0.0219139,-1.06244,150.384,-0.0235988,146.118,6.02577,0.399948,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-14
787,-507,-1.06938,152.139,-0.138788,2.02589,0.399109,0.4,-9,-0.202557,150.354,-0.0343882,-1.67088,150.389,-0.0354026,146.114,6.02531,0.399872,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-14
788,-506,-1.07236,152.124,-0.177049,1.36643,0.399185,0.4,-9,-0.205536,150.359,-0.09026,-1.68967,150.394,-0.0354027,146.109,6.01513,0.399796,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-14
789,-501,-1.07236,152.08,-0.205033,0.200851,0.399109,0.4,-3,-0.199578,150.372,-0.108988,-1.12652,150.384,-0.0117979,146.114,5.96688,0.399948,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-14
790,-498,-1.07832,152.031,-0.221278,-1.35141,0.399414,0.4,0,-0.202557,150.389,-0.0474193,-0.266099,150.389,3.49E-07,146.095,5.93577,0.399872,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-14
791,-500,-1.07534,152.061,-0.228412,-2.38672,0.399261,0.4,-3,-0.199578,150.372,0.0106427,0.362977,150.384,-0.0117979,146.104,5.95622,0.399948,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-42,-14
792,-506,-1.08725,152.124,-0.249896,-1.67926,0.399185,0.4,-8,-0.202557,150.352,0.0316139,0.278059,150.384,-0.0314676,146.109,6.01513,0.399948,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-42,-14
793,-511,-1.08428,152.163,-0.311453,0.375554,0.399338,0.4,-11,-0.202557,150.34,0.011677,-0.290436,150.384,-0.0432729,146.1,6.06278,0.399948,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-42,-14
794,-513,-1.09023,152.192,-0.332857,2.26331,0.399185,0.4,-9,-0.199578,150.343,0.000282081,-0.720506,150.378,-0.0354023,146.109,6.08308,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-42,-14
795,-514,-1.09023,152.182,-0.311861,3.01531,0.39949,0.4,-6,-0.199578,150.355,0.0354889,-0.669948,150.378,-0.0235987,146.091,6.09092,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-42,-14
796,-515,-1.08725,152.196,-0.239101,2.66754,0.399414,0.4,-3,-0.202557,150.372,0.0405077,-0.178102,150.384,-0.0117979,146.095,6.10106,0.399948,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-42,-14
797,-517,-1.09321,152.221,-0.144645,2.09433,0.399338,0.4,0,-0.202557,150.378,-0.00821523,0.425121,150.378,3.50E-07,146.1,6.12086,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-42,-14
798,-519,-1.09321,152.235,-0.126611,1.81405,0.399414,0.4,5,-0.202557,150.387,-0.0460438,0.820564,150.368,0.019658,146.095,6.13971,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-42,-14
799,-522,-1.09619,152.259,-0.144899,1.72393,0.39949,0.4,9,-0.202557,150.403,-0.0492358,1.0307,150.368,0.0353787,146.091,6.16818,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-42,-14
800,-528,-1.09619,152.337,-0.153223,2.16238,0.399185,0.4,8,-0.202557,150.415,-0.0372686,1.19172,150.384,0.0314494,146.109,6.22775,0.399948,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-42,-14
801,-532,-1.09917,152.355,-0.155125,3.09154,0.39949,0.4,4,-0.202557,150.383,-0.0222726,0.993595,150.368,0.015727,146.091,6.26426,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-42,-14
802,-533,-1.09917,152.39,-0.1538,3.64315,0.399109,0.4,4,-0.202557,150.378,-0.0100726,0.265111,150.362,0.015727,146.114,6.27616,0.400253,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
803,-534,-1.09321,152.374,-0.0916335,3.37281,0.39949,0.4,6,-0.199578,150.418,0.0176784,-0.122788,150.394,0.0235891,146.091,6.28341,0.399796,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
804,-537,-1.09619,152.393,0.018735,2.49995,0.399643,0.4,9,-0.196599,150.424,0.084366,0.294907,150.389,0.0353793,146.081,6.31116,0.399872,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
805,-539,-1.09619,152.397,0.059219,1.63591,0.399872,0.4,10,-0.202557,150.423,0.109168,0.733285,150.384,0.0393087,146.068,6.32885,0.399948,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
806,-541,-1.09619,152.436,0.0399448,1.27966,0.399567,0.4,8,-0.202557,150.442,0.0300072,0.867803,150.41,0.03145,146.086,6.34979,0.399567,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
807,-543,-1.09917,152.445,0.00120908,1.40212,0.399719,0.4,7,-0.205536,150.417,-0.0707437,0.764094,150.389,0.0275194,146.077,6.36791,0.399872,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
808,-542,-1.09917,152.44,-0.0551103,1.42861,0.399643,0.4,9,-0.208514,150.408,-0.153262,0.246407,150.373,0.0353789,146.081,6.35885,0.400101,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
809,-540,-1.10215,152.416,-0.103462,0.892402,0.399719,0.4,6,-0.202557,150.413,-0.166057,-0.285996,150.389,0.023589,146.077,6.33932,0.399872,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
810,-542,-1.10811,152.445,-0.175431,0.27262,0.399567,0.4,-3,-0.199578,150.361,-0.0466686,-0.771715,150.373,-0.0117978,146.086,6.35932,0.400101,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
811,-545,-1.10513,152.479,-0.237757,0.398511,0.39949,0.4,-9,-0.205536,150.343,0.055163,-1.5485,150.378,-0.0354023,146.091,6.38834,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
812,-544,-1.11108,152.475,-0.239368,0.959699,0.399414,0.4,-9,-0.202557,150.332,0.0423764,-2.11364,150.368,-0.035402,146.095,6.37929,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
813,-543,-1.11108,152.455,-0.235507,0.96626,0.399567,0.4,-5,-0.202557,150.337,0.0257164,-2.00951,150.357,-0.0196645,146.086,6.36884,0.40033,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
814,-545,-1.11406,152.494,-0.230416,0.678698,0.399261,0.4,1,-0.202557,150.371,0.0319116,-1.19837,150.368,0.00393246,146.104,6.38974,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
815,-546,-1.11704,152.509,-0.226185,0.87054,0.399185,0.4,5,-0.202557,150.393,0.0258586,0.0964708,150.373,0.019658,146.109,6.39972,0.400101,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
816,-546,-1.11704,152.483,-0.223417,1.00438,0.399567,0.4,7,-0.202557,150.379,0.0163826,1.02745,150.351,0.0275186,146.086,6.39738,0.400406,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
817,-543,-1.11704,152.465,-0.181983,0.422967,0.399414,0.4,6,-0.202557,150.402,0.00805055,1.24724,150.378,0.0235888,146.095,6.36978,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
818,-541,-1.12002,152.436,-0.135789,-0.544579,0.399567,0.4,1,-0.205536,150.398,-0.0175744,1.19381,150.394,0.00393254,146.086,6.34979,0.399796,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
819,-541,-1.12002,152.436,-0.120108,-1.31273,0.399567,0.4,-7,-0.202557,150.345,-0.0434557,0.600559,150.373,-0.0275328,146.086,6.34979,0.400101,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
820,-542,-1.123,152.45,-0.12125,-1.37357,0.39949,0.4,-6,-0.202557,150.382,-0.0224644,-0.297704,150.405,-0.0235992,146.091,6.35978,0.399643,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
821,-542,-1.123,152.45,-0.129024,-0.83217,0.39949,0.4,2,-0.205536,150.408,-0.00770792,-0.283155,150.4,0.00786447,146.091,6.35978,0.399719,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
822,-541,-1.123,152.436,-0.117429,-0.384209,0.399567,0.4,6,-0.205536,150.407,-0.0394402,0.389019,150.384,0.0235889,146.086,6.34979,0.399948,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
823,-543,-1.12598,152.455,-0.100961,-0.163712,0.399567,0.4,3,-0.205536,150.412,-0.0618491,0.760284,150.4,0.0117961,146.086,6.36884,0.399719,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
824,-547,-1.12598,152.493,-0.106928,0.384904,0.399567,0.4,-1,-0.205536,150.385,-0.0544113,0.585936,150.389,-0.00393213,146.086,6.40688,0.399872,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
825,-548,-1.123,152.518,-0.0805376,1.31218,0.399338,0.4,-1,-0.205536,150.358,-0.0366596,-0.150831,150.362,-0.00393204,146.1,6.41778,0.400253,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
826,-546,-1.12598,152.483,-0.0279005,1.69833,0.399567,0.4,0,-0.205536,150.368,-0.0194401,-0.889798,150.368,3.51E-07,146.086,6.39738,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
827,-544,-1.12896,152.49,-0.0386485,1.14834,0.399185,0.4,1,-0.202557,150.382,0.0129248,-0.91156,150.378,0.0039325,146.109,6.3807,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
828,-546,-1.13194,152.489,-0.112703,0.457995,0.39949,0.4,4,-0.208514,150.383,0.0227742,-0.408037,150.368,0.015727,146.091,6.39784,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-48,-13,,-43,-14
829,-547,-1.12896,152.518,-0.152945,0.274663,0.399185,0.4,8,-0.205536,150.41,-0.0194117,0.200111,150.378,0.0314493,146.109,6.40922,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
830,-547,-1.12896,152.488,-0.108362,0.311845,0.399643,0.4,11,-0.205536,150.411,-0.031684,0.766192,150.368,0.0432374,146.081,6.40641,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
831,-546,-1.12896,152.494,-0.0407442,0.0730886,0.399414,0.4,11,-0.205536,150.416,-0.00822572,1.02071,150.373,0.0432375,146.095,6.39831,0.400101,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
832,-547,-1.13194,152.493,-0.0218628,-0.176976,0.399567,0.4,8,-0.205536,150.404,0.00367737,0.850154,150.373,0.0314491,146.086,6.40688,0.400101,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
833,-547,-1.13194,152.513,-0.04822,-0.0669607,0.399261,0.4,3,-0.205536,150.39,0.00759876,0.331905,150.378,0.0117959,146.104,6.40875,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
834,-549,-1.13491,152.497,-0.0861277,0.153712,0.399796,0.4,1,-0.205536,150.398,0.0071672,-0.187387,150.394,0.00393254,146.072,6.42446,0.399796,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
835,-550,-1.13194,152.527,-0.0985723,0.318126,0.39949,0.4,3,-0.205536,150.39,0.00505519,-0.391768,150.378,0.0117959,146.091,6.43582,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
836,-547,-1.13491,152.483,-0.0771678,0.295391,0.399719,0.4,7,-0.205536,150.411,0.00281934,-0.283826,150.384,0.0275193,146.077,6.40594,0.399948,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
837,-545,-1.13491,152.469,-0.0675695,-0.274702,0.399643,0.4,7,-0.205536,150.427,0.00113566,0.173598,150.4,0.0275196,146.081,6.3874,0.399719,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
838,-543,-1.13194,152.46,-0.0453874,-0.976527,0.39949,0.4,3,-0.205536,150.401,0.000134206,0.49559,150.389,0.011796,146.091,6.36931,0.399872,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
839,-542,-1.13789,152.456,-0.0239326,-1.24633,0.399414,0.4,4,-0.208514,150.41,-0.020303,0.309712,150.394,0.0157274,146.095,6.36025,0.399796,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
840,-543,-1.13789,152.475,-0.0685561,-1.00962,0.399261,0.4,12,-0.205536,150.436,-0.0432416,0.271477,150.389,0.047167,146.104,6.37071,0.399872,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
841,-547,-1.14087,152.523,-0.128432,-0.0830088,0.399109,0.4,16,-0.205536,150.441,-0.0210401,0.628323,150.378,0.0628793,146.114,6.40969,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
842,-550,-1.14087,152.537,-0.15845,1.18857,0.399338,0.4,9,-0.208514,150.414,-0.00611695,0.664155,150.378,0.035379,146.1,6.43676,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
843,-550,-1.14087,152.527,-0.148066,1.8256,0.39949,0.4,2,-0.208514,150.386,-0.0381342,-0.0199885,150.378,0.00786435,146.091,6.43582,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
844,-547,-1.14087,152.518,-0.103828,1.49349,0.399185,0.4,6,-0.205536,150.391,-0.0410653,-0.818401,150.368,0.0235886,146.109,6.40922,0.400177,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
845,-541,-1.14683,152.451,-0.0977143,0.321797,0.399338,0.4,14,-0.205536,150.444,0.00862558,-0.689281,150.389,0.055024,146.1,6.35119,0.399872,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
846,-535,-1.14385,152.404,-0.129174,-1.52654,0.399185,0.4,17,-0.205536,150.456,0.0467209,0.37554,150.389,0.0668073,146.109,6.29483,0.399872,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
847,-531,-1.14981,152.371,-0.147507,-3.18693,0.399109,0.4,15,-0.205536,150.437,0.0498403,1.10363,150.378,0.0589516,146.114,6.257,0.400024,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
848,-530,-1.14981,152.366,-0.175286,-3.80588,0.399033,0.4,12,-0.205536,150.404,0.0376801,0.712981,150.357,0.0471658,146.118,6.24787,0.40033,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
849,-527,-1.14981,152.322,-0.179451,-3.61318,0.399261,0.4,7,-0.205536,150.379,0.0224934,-0.378921,150.351,0.0275186,146.104,6.21768,0.400406,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
850,-522,-1.14981,152.284,-0.132751,-3.4335,0.399109,0.4,1,-0.208514,150.398,-0.00984248,-1.15589,150.394,0.00393254,146.114,6.17049,0.399796,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-47,-12,,-43,-14
