count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,natural_length_right_model,deformation_right_model,natural_length_left_model,deformation_left_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,4.00348,2.89537,170.186,178.853,33515,18125,77.2119
705,-539,-0.607671,152.402,-0.244272,0.765474,0.399796,0.4,9,-0.181705,150.516,-0.013828,-0.777755,150.48,0.0353819,146.072,6.32932,0.398575,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
706,-541,-0.613628,152.436,-0.217997,0.801481,0.399567,0.4,4,-0.181705,150.507,0.00162099,-0.300342,150.491,0.0157285,146.086,6.34979,0.398422,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
707,-545,-0.619586,152.469,-0.26809,1.24997,0.399643,0.4,5,-0.187663,150.505,-0.0324217,-0.141741,150.486,0.0196598,146.081,6.3874,0.398499,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
708,-546,-0.616607,152.483,-0.316341,1.86786,0.399567,0.4,15,-0.181705,150.545,-0.0778017,0.14611,150.486,0.0589566,146.086,6.39738,0.398499,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
709,-544,-0.622565,152.454,-0.291061,1.83971,0.399719,0.4,27,-0.184684,150.592,-0.0557754,1.05903,150.486,0.106074,146.077,6.37742,0.398499,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
710,-542,-0.625543,152.445,-0.282274,0.97745,0.399567,0.4,32,-0.184684,150.606,-0.0318092,2.14272,150.48,0.125694,146.086,6.35932,0.398575,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
711,-545,-0.622565,152.484,-0.262563,0.301207,0.399414,0.4,31,-0.184684,150.602,-0.0333663,2.49388,150.48,0.12177,146.095,6.38881,0.398575,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
712,-548,-0.631501,152.513,-0.223618,0.59077,0.399414,0.4,31,-0.181705,150.591,-0.00500713,1.93697,150.469,0.121769,146.095,6.41731,0.398727,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
713,-548,-0.628522,152.513,-0.227226,1.19298,0.399414,0.4,29,-0.181705,150.594,0.0480488,1.03342,150.48,0.113923,146.095,6.41731,0.398575,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
714,-548,-0.631501,152.518,-0.207334,1.34489,0.399338,0.4,25,-0.178727,150.573,0.0969085,0.207352,150.475,0.0982233,146.1,6.41778,0.398651,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
715,-548,-0.63448,152.523,-0.183083,1.14635,0.399261,0.4,23,-0.181705,150.587,0.110726,-0.360446,150.496,0.0903738,146.104,6.41825,0.398346,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
